Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003514293.1	24.29387	23.98489	24.47237	24.69426	24.52831	24.07527	24.30534	24.1938	23.46023	24.50016	22.39427	24.12321	24.70438	24.79403	24.4614	24.22227	24.37996	24.4093	24.30278	24.48979	23.56957	22.54401	23.80992	23.33495	22.93384	23.40288	22.73661	23.35818
WP_003512610.1	20.80222	21.41245	21.87228	20.6354	21.55932	22.10729	22.13522	22.30925	20.26506	19.24685	19.77929	19.53775	21.25891	19.83921	19.21845	20.15696	19.71721	18.98167	20.07478	19.90154	18.66124	21.35029	21.34711	19.60038	21.77485	17.67665	19.76078	19.73299
WP_003517370.1	21.68036	19.293	20.25512	19.4217	20.67334	20.9292	19.49171	22.80685	20.29012	19.70099	20.08008	19.4574	22.71102	22.09761	23.05546	19.99315	22.82393	19.8117	23.43544	22.66484	21.77653	24.5846	23.42177	23.93464	21.58096	23.35795	24.45657	19.02921
WP_003519238.1	19.47426	22.78846	23.29985	22.20396	27.64728	27.46347	22.76144	27.37807	26.77515	27.51903	20.10593	19.62917	23.82763	22.62366	26.86884	22.33059	23.026	19.63838	21.18832	23.07439	23.43894	22.21034	23.05295	22.90353	20.19549	23.1959	27.50297	26.8949
WP_003518486.1	28.73807	28.58571	28.59059	28.82224	28.58618	27.6848	28.73745	28.56619	28.11168	28.7057	28.01315	28.76467	27.56693	28.36346	27.60693	26.90888	27.93395	27.58464	27.59155	28.03469	27.60125	27.9159	27.52403	27.28162	27.61066	28.15433	27.92632	28.18754
WP_003513339.1	26.35894	27.62428	27.55341	27.538	27.34461	27.28407	27.44846	28.06537	27.7979	27.09665	27.07061	27.95953	27.07311	29.08595	26.93491	26.82971	26.47022	27.35343	27.06115	26.90719	27.16831	27.4143	27.33266	27.14847	27.09634	27.19594	26.91897	27.56131
WP_003513857.1	24.42735	24.51986	21.71815	24.59888	24.16036	23.02043	20.94136	22.96726	23.6426	22.91354	20.18542	21.15087	22.9271	22.15095	24.0803	23.34445	22.84232	22.28466	23.95442	23.26817	21.30528	23.94839	22.24999	23.85302	20.79488	20.13308	20.8961	21.11754
WP_003511548.1	25.55787	25.87448	25.05071	25.1083	25.33507	24.69327	24.00278	25.28733	20.45102	23.89697	21.3353	25.28414	25.71084	25.45541	25.89597	25.46018	24.13115	20.42246	25.55966	25.7559	23.4929	24.3	21.35447	24.30862	25.08189	21.16793	25.40147	25.04617
WP_003517713.1	19.35166	21.32162	24.78249	21.41197	19.69077	22.76305	23.98541	19.51636	20.36717	19.81504	20.4422	19.93711	24.01229	17.86371	20.02087	18.0662	17.70323	17.59953	21.29546	21.51265	19.74947	17.5542	19.72748	24.64911	20.22084	18.63746	20.06246	19.85369
WP_003517008.1	27.15303	26.88506	26.87624	28.52586	27.36703	26.65341	27.76147	27.81897	27.79095	26.5221	27.1804	26.85311	28.24172	26.6553	27.20414	27.40733	26.95397	28.19624	27.33282	27.52556	27.93471	27.50039	27.38902	27.93538	27.04278	26.95785	26.88935	27.23088
WP_003512248.1	27.81131	27.91077	28.20031	27.82703	28.36119	28.31464	27.91991	28.03518	27.85594	28.284	27.31915	28.13875	28.01737	28.00819	27.96703	27.54395	28.02895	28.18857	27.95433	27.99071	28.06255	28.20702	28.14028	27.87898	27.82174	27.805	27.87667	27.87761
WP_003518554.1	31.36924	30.94644	30.85373	30.87584	31.39339	31.65177	31.40234	31.15773	30.44488	31.37529	31.13378	31.40465	30.80166	30.76138	30.27475	30.08529	29.89737	30.2911	30.34486	30.32709	30.34067	30.40431	30.10655	30.55122	30.7868	30.40707	30.26426	30.81885
ADU74165.1	26.97871	22.77364	27.65395	23.12049	27.53079	27.21302	26.30991	22.92354	25.03122	22.00228	20.14844	21.75006	23.15336	21.27747	21.91614	22.77348	23.11269	23.51765	25.96456	23.13272	24.30806	24.66232	23.17424	23.25906	22.71975	25.58682	23.11285	25.34844
WP_003512200.1	30.552	30.71022	30.56124	30.2768	29.77819	29.33574	29.95905	28.52369	30.34172	30.74384	31.23783	31.28875	30.57849	29.94097	29.71473	28.85219	30.4448	29.64001	29.967	29.63204	29.6779	31.1044	30.48184	31.12159	29.86733	29.88519	29.90863	29.51025
WP_003519138.1	20.28337	22.62732	19.58878	23.06766	22.68838	21.88414	23.31643	25.32106	24.9521	25.00744	18.50396	23.8283	21.16007	24.3127	23.84283	24.10765	23.17015	21.96037	22.59815	22.22361	26.44708	23.04821	22.25756	23.62121	24.64213	24.39643	24.6337	23.94073
WP_003520409.1	23.96902	24.55405	23.92604	24.00457	24.1028	24.38853	24.03203	23.70605	22.70894	24.40981	23.46701	23.45883	23.15972	22.76496	23.96089	22.27556	22.68765	24.20069	23.43151	23.88414	22.39424	22.05293	24.56599	22.41205	21.44676	22.68577	20.98486	22.35055
WP_003513333.1	26.84256	26.86601	26.86482	27.79196	27.20617	27.13391	27.15049	26.90598	20.61606	28.13389	26.66129	27.94282	26.78089	24.96325	27.01741	27.45702	26.7369	26.2836	26.75438	27.00313	26.4771	26.70414	27.45849	25.24769	25.48411	26.24973	26.25455	26.63029
WP_003514705.1	18.93753	26.36954	25.2722	25.18942	25.88397	26.86999	26.53193	26.14962	25.04166	25.32921	26.16294	25.18746	26.07484	26.86377	25.93367	26.25394	26.92091	25.15083	26.40102	26.84749	25.91012	25.49393	26.90651	25.63116	26.07825	25.95785	26.51074	25.1911
WP_003513331.1	26.35334	26.34059	26.62011	26.22127	26.13611	26.90769	26.40311	26.75479	26.34532	26.584	25.76618	26.2858	26.60957	25.66624	26.30925	26.59762	26.10315	26.0998	26.70221	25.67774	25.89156	25.90776	26.18219	26.15238	26.11019	25.70235	25.57289	26.39311
WP_003514703.1	20.40782	24.49466	23.96562	22.34229	24.97833	19.63307	20.6507	23.3464	19.50543	23.93447	20.19011	19.96357	21.34446	21.91347	19.85332	21.39605	23.28807	21.23409	19.90871	19.73069	25.20835	22.86517	17.71673	17.54954	20.29881	21.29386	22.24665	21.40879
WP_003515554.1	25.20284	25.12974	25.38022	25.14437	25.70735	24.34124	24.85056	24.84955	24.76239	24.93175	23.87987	25.07793	23.98529	25.51716	24.83478	23.83148	24.97468	24.78953	24.73411	25.23138	24.47862	24.51688	24.52785	24.03552	23.84527	25.23015	24.23826	24.87728
WP_003517362.1	21.90583	21.83203	20.73075	21.38897	26.4589	24.54937	26.07054	26.28786	24.6394	25.78063	24.46978	24.9182	27.39184	28.03394	26.56162	26.34234	28.36877	28.30579	28.35025	28.26598	28.84002	29.08808	28.8832	28.75982	28.66379	29.06397	29.17479	28.55754
WP_003516177.1	25.78815	25.19903	24.42694	25.71562	25.51861	24.60529	24.15684	23.86131	26.50906	25.05175	24.09248	24.99581	25.67728	24.48324	26.15544	25.6895	24.65532	25.01206	24.39233	25.21976	23.45785	24.69849	24.84157	25.35277	25.92188	24.69475	25.68846	25.71027
WP_003516915.1	19.99843	20.83781	19.53821	20.93731	20.81485	19.51341	19.44039	19.95264	20.33132	19.12033	20.20744	20.04495	19.78764	18.80318	20.34433	21.10759	20.35673	21.12277	17.95513	21.04559	21.53044	21.09622	21.37581	21.09349	20.55067	19.72916	20.08839	19.68153
WP_003515979.1	24.13888	24.22708	23.68454	23.52887	23.58682	23.8265	23.32881	24.71753	18.73736	23.72797	24.17487	25.09254	24.48117	19.87065	23.76845	23.3797	23.72957	18.56913	21.33101	23.5453	24.20464	24.00191	24.39275	24.1982	23.27094	19.65115	23.59506	24.62749
WP_003513337.1	27.99049	28.06123	26.08631	26.44603	27.29187	27.70181	27.86757	27.22491	20.37171	24.61686	18.37302	20.30783	19.59298	19.79437	17.88226	18.98258	26.14206	19.67083	28.62289	26.25933	19.67171	24.82751	21.1914	27.94569	28.53481	25.72616	28.40995	17.65629
WP_003513683.1	28.71865	27.43257	26.48657	28.21394	29.00383	28.76568	28.73706	27.96562	26.74653	29.10507	26.63155	28.3086	28.02154	28.40544	28.0836	28.3017	27.69932	27.98719	28.79138	28.32057	26.83614	27.6982	28.38406	27.44816	28.39198	28.04778	27.67887	27.97471
WP_003516175.1	29.33443	29.33169	29.60107	29.19993	29.46383	29.1238	28.40776	28.9883	28.757	29.40699	28.31726	29.4074	28.57273	29.06665	28.88995	28.75874	28.22208	28.35723	28.5475	28.60064	28.75058	28.90108	28.34488	28.37565	29.14805	28.83512	28.59897	29.2508
WP_003515310.1	18.47546	19.51877	21.49377	19.6432	26.64551	20.42279	24.03311	23.4688	25.50738	23.58093	18.75633	23.10785	20.02419	19.95743	21.28834	20.02381	21.18349	19.5921	18.88417	17.72095	19.83794	18.52896	18.67296	18.52484	20.26254	19.81792	20.16811	21.15601
WP_003518455.1	27.80984	29.15475	29.03803	28.59028	28.03273	27.51191	27.71448	28.56916	28.87752	28.95822	28.9474	29.03915	27.59694	28.04216	27.87906	26.95525	28.23102	28.26077	28.98519	28.53084	27.89637	29.1548	27.94684	28.44464	27.99294	29.06483	29.54205	28.18613
WP_003513449.1	30.10367	29.82273	30.31818	29.71586	29.96431	30.67007	31.86011	30.88951	29.82113	30.18362	30.83018	30.74935	28.42418	27.98231	28.51814	28.42877	28.09718	28.79803	28.20313	28.97847	28.2841	28.6939	29.84157	29.17171	26.80432	28.14775	28.9586	29.07119
WP_003515915.1	27.63479	27.30802	25.87059	27.86795	27.90214	25.66784	27.781	27.51435	26.77639	25.4599	25.43836	26.44353	26.82121	27.20645	25.37066	26.43415	26.6005	26.65233	26.91448	27.21616	26.51521	26.40469	26.8214	26.54682	26.70162	26.78313	26.57506	26.40558
WP_003516163.1	27.22489	27.94685	28.12235	28.402	28.17966	27.31817	26.94663	28.32101	28.02893	28.01757	27.08644	27.70947	28.70156	27.71103	28.04185	27.68523	27.42666	27.41162	27.18553	27.58562	27.90463	27.75099	27.71281	28.11994	27.87158	27.87085	27.38574	27.91171
WP_003515542.1	25.39366	25.85654	24.08996	26.15745	26.25202	25.85092	25.99561	26.23457	26.3306	24.74955	28.29001	26.12497	27.5917	27.10147	27.18474	26.3092	26.78191	19.76039	25.97259	27.29583	20.13595	27.21959	27.10339	25.11518	25.94224	25.50792	24.97286	25.71212
WP_014522638.1	26.72424	27.31913	27.40561	27.09641	25.12246	26.33899	25.50821	26.43118	24.69811	25.18802	24.5008	24.36855	26.48863	20.24975	21.46868	19.94941	20.87413	21.94314	24.18246	21.19387	20.16155	19.63654	24.97101	24.61978	18.64958	20.11688	20.42564	18.61942
WP_003514209.1	19.97962	22.18281	21.02739	22.63823	22.36325	23.16513	22.78074	22.15576	20.38851	22.92596	19.36641	21.32825	20.13248	20.27487	18.81962	20.10846	21.20943	20.98558	19.9398	21.33196	20.24031	19.55739	19.75948	20.95366	20.30341	20.84066	20.13102	19.71376
WP_003518738.1	25.01489	24.91385	24.80211	24.92963	22.81835	24.03474	24.90333	25.68966	24.15427	23.86762	24.58849	24.95249	25.91824	25.70068	25.55505	25.3891	25.32577	25.02572	26.47035	24.57379	22.80895	23.8629	24.61967	25.39638	24.22177	24.9234	24.1791	23.80692
WP_003515569.1	26.08184	25.20123	26.1446	25.13036	25.46234	26.0681	26.1781	25.32937	25.3425	24.89696	24.66969	25.21697	25.04982	25.2519	24.95318	25.38495	25.6678	23.06519	24.63243	23.1542	26.30795	25.42903	25.8117	25.8177	23.31116	22.73113	24.40288	23.61523
WP_003512162.1	21.60408	19.397	19.75585	18.88859	19.64099	17.29696	21.42509	20.06221	18.61044	18.74718	21.46861	20.00709	19.74744	17.65123	17.91301	18.1813	19.93122	18.0619	19.86436	18.32313	18.95271	19.39594	19.68184	17.73581	20.77786	18.30454	17.91923	19.63556
WP_003515540.1	28.8832	28.90502	28.46404	28.43889	28.73262	27.67965	28.57582	28.21861	27.90836	28.54407	28.05789	28.45177	28.11538	28.00903	28.77891	28.28815	27.96563	28.24354	28.28101	27.83498	28.53494	28.49172	28.62193	28.58719	28.37662	28.41009	28.63432	28.50904
WP_003515565.1	31.21564	30.71632	30.98007	31.51855	30.37867	31.02361	30.5667	31.02803	31.14361	30.74233	31.09397	30.88918	30.05566	30.07014	30.4365	29.73849	30.46757	30.70458	30.00664	30.81924	30.51168	30.86266	30.56469	31.15964	30.14519	30.57184	31.14812	31.0224
WP_003513187.1	25.79671	26.19053	27.00716	25.08554	26.8924	26.904	27.04359	27.10303	27.146	27.09176	27.07856	27.19181	24.94662	24.63422	26.10223	25.63245	25.96345	25.97552	25.76718	24.81189	24.77667	26.2365	26.77284	24.97334	27.26174	26.77391	25.82013	25.35493
WP_003514670.1	29.38881	29.1114	28.98289	28.5278	27.33311	28.72461	29.27408	27.66889	27.37006	28.18263	28.60059	29.02022	28.57091	27.52274	28.544	28.83742	28.02116	27.95851	28.31704	28.73672	27.75253	27.38699	28.08964	28.34328	26.9448	28.1986	27.81199	26.72762
WP_003513096.1	19.19886	20.32244	24.38312	19.52373	28.27611	20.96813	28.42258	28.47095	26.06568	27.61659	26.32795	26.77879	19.47284	25.33097	23.29341	20.3936	18.661	20.06209	20.02562	18.67671	20.49471	19.72658	19.84781	19.63302	20.32041	20.14257	18.48173	19.80273
WP_003512112.1	29.74872	29.26781	29.25634	29.59123	29.59008	29.41639	29.76912	29.23192	28.60464	29.20655	29.2226	29.51898	30.33319	29.73942	30.03326	29.42687	29.93923	30.12609	29.47118	30.96354	29.4293	30.35022	29.36003	30.28107	28.89436	29.94577	29.69197	30.211
WP_003515567.1	31.35179	31.29919	31.03831	31.06921	30.79847	30.42571	30.358	30.81353	30.07476	30.26274	30.64071	30.87845	30.11858	30.54323	29.93712	29.84047	29.67118	29.81206	30.06093	29.77405	29.62791	29.05185	29.5005	29.73362	30.31564	30.00126	29.80458	30.4501
WP_003516250.1	24.58152	24.80446	25.18931	25.25277	24.88498	25.62632	24.81407	24.13061	24.08299	25.38762	24.05716	24.17213	23.77727	24.76869	24.47606	24.01168	25.03958	24.19889	23.31911	23.93348	23.34595	24.00555	24.56001	24.62282	23.64608	24.34012	24.62426	23.5628
WP_003512846.1	23.31974	24.90339	24.72685	22.78979	23.49338	23.7987	22.53681	24.27575	22.74771	22.59268	21.06413	23.53153	25.65919	25.61239	25.51681	25.80267	25.38932	25.01804	24.98306	25.71776	24.16847	25.21062	25.674	25.43648	25.37017	25.69083	24.68915	25.27898
WP_003511658.1	29.19061	29.4236	28.74425	29.30816	29.43302	29.14556	29.66465	29.70013	29.55577	29.926	29.22966	29.29023	28.76714	28.39194	28.04466	27.89857	28.61162	28.48641	28.1773	28.47635	28.86018	28.91197	28.55458	28.71608	28.93757	28.77577	28.61276	28.74248
WP_003517412.1	21.88408	18.98565	21.65495	22.39172	22.85364	19.1092	20.95176	19.3948	18.98198	19.93419	20.8387	26.4593	20.24561	20.35213	19.88468	20.4181	19.74926	20.08801	20.31469	19.76267	20.20367	20.02989	20.14535	19.55383	18.52115	20.22157	20.17282	20.10241
WP_003511662.1	20.44292	20.03943	19.63847	20.43168	21.56592	23.18697	23.30409	20.17667	19.57331	19.76424	19.45982	18.32357	20.08425	20.60167	19.80857	20.49345	19.6715	20.16774	20.33953	19.68507	18.57445	20.05595	20.17091	19.72311	18.89711	20.47679	20.19019	20.12816
WP_003516517.1	26.66818	25.79712	26.69046	25.94531	25.69865	26.51243	26.69759	26.25442	25.89972	24.69686	25.6562	26.08709	25.87584	26.21886	26.26192	25.45902	26.15664	25.79016	26.42109	25.44321	25.74433	24.82026	25.61683	25.42373	25.05823	25.27822	25.65393	25.26552
WP_003511604.1	25.38168	24.24381	25.1813	24.98338	24.90231	27.80721	25.0163	24.8525	24.03434	24.32841	24.21351	24.85459	26.96748	25.38514	25.87628	25.50669	24.9365	24.53259	25.30472	25.7151	26.75489	25.51654	25.68608	25.3861	26.41713	24.8177	26.90929	27.23377
WP_003520966.1	20.89848	18.52668	27.79613	25.88253	25.84995	26.39247	26.50238	20.01341	26.93346	26.58382	24.88342	26.64094	18.18604	26.69116	19.97127	26.56732	19.83774	20.42529	25.07338	19.85096	20.24496	26.27664	20.24954	27.27971	27.30585	26.2137	26.8575	26.52598
WP_003514612.1	24.74377	23.64453	24.83042	23.35239	21.10684	24.97617	26.38391	18.09285	26.41141	24.50009	24.78859	23.43446	27.09242	24.49338	26.53165	24.72157	23.51375	26.51818	23.40338	26.87838	23.58277	23.58842	23.74016	23.74313	26.41092	23.94638	18.35041	20.20736
WP_003516370.1	20.0594	20.02074	20.53058	19.12016	19.85522	20.14468	19.66127	21.41166	21.77561	20.94621	20.93799	20.04976	21.47344	24.62645	20.26293	20.73686	20.13575	21.94095	24.00462	20.14835	20.26212	21.49805	21.47988	21.37228	21.67017	21.46793	22.46843	22.12874
WP_003515370.1	24.90643	24.65359	25.42879	25.18316	26.25851	25.52762	25.72515	25.87677	26.43476	26.35208	27.13773	25.20378	27.57351	26.7497	27.80149	27.15218	27.84204	26.69841	26.48287	27.45018	27.68051	27.84926	27.67793	27.114	27.47118	28.00867	27.82991	26.54739
WP_003517410.1	19.36533	21.63429	19.24193	20.15402	19.73967	18.65821	19.54214	19.0062	21.61094	17.76509	21.18469	20.06749	21.46623	20.31618	20.288	20.4584	25.2824	24.87299	20.41593	25.38334	18.44473	20.13611	24.80935	20.02658	24.50706	20.18482	18.73484	20.46319
WP_003511659.1	18.55112	23.75313	20.25776	22.43106	20.61782	20.12632	20.44755	20.04397	21.00038	21.21972	20.64618	18.18952	19.08875	18.71804	20.36508	18.89954	20.16136	20.13065	20.66271	20.1739	18.82448	20.39503	20.50354	20.05266	19.49549	18.55039	19.3467	20.17052
WP_003511606.1	23.44071	22.15661	23.6654	23.30845	23.11856	23.07442	23.16169	22.81075	23.22227	22.81456	21.98351	21.96295	24.57245	23.1749	22.92312	23.31977	24.79117	23.15782	23.0512	23.92773	25.56519	24.57941	23.9024	24.31369	24.68791	23.32323	23.88092	23.46423
WP_003511546.1	22.41894	23.80501	23.67111	18.66987	24.0389	23.13586	23.33694	22.65694	22.92078	18.71581	18.20537	22.91126	23.29873	20.35669	22.03748	23.38977	20.24012	23.90189	23.37641	22.04962	19.42889	23.25191	22.46577	22.94811	23.74035	22.81191	23.21932	22.79808
WP_003513956.1	27.12683	27.16021	27.35307	26.56137	26.59926	26.2235	26.36028	26.20479	26.37608	26.68711	26.32929	26.53884	24.39805	24.30059	24.48375	24.69553	24.78089	24.60906	24.88225	24.88119	24.26926	24.62496	24.50686	25.08161	24.58691	24.72929	24.59535	24.69255
WP_003517046.1	28.48698	19.24522	29.13218	29.39197	28.92188	29.48721	29.06283	19.96981	19.66385	25.68696	28.97201	27.87062	27.52661	26.84353	27.00425	26.80959	28.35458	28.04497	28.1527	28.41529	21.51159	20.09882	27.57588	27.43445	21.55741	26.56088	21.45505	26.62773
WP_003517976.1	24.35253	23.47839	23.14293	24.74846	24.56309	22.77907	23.85112	24.31957	24.51006	24.56745	23.63638	24.2433	20.11445	20.37352	20.61406	22.35881	20.49453	18.48126	20.38039	23.06446	20.88753	18.44063	22.80847	22.7017	20.93957	20.22624	20.8233	18.53213
WP_003514662.1	28.17329	27.91361	28.5995	28.62014	27.99436	27.08476	27.50816	28.37234	28.21427	28.62249	27.5694	26.80123	27.63024	27.83597	27.62858	27.57084	28.50667	27.87501	28.12463	28.00457	27.80104	28.19459	27.94552	27.85669	28.07106	27.862	27.54263	27.88062
WP_003516577.1	18.77196	20.48093	18.79949	23.2753	19.34934	21.71185	24.58369	24.91532	24.33206	24.35066	18.36017	23.82597	20.04116	18.5908	24.56921	20.4979	20.20348	20.17245	18.79998	20.25249	19.52144	20.14084	23.80343	25.23435	19.58711	20.24345	24.71065	20.21203
WP_003511544.1	25.37605	25.00619	25.07603	24.76466	25.56867	23.99899	25.27205	25.15441	26.17797	25.11092	23.73189	25.03679	25.71035	25.40243	25.8682	25.34177	26.19415	26.14223	26.14526	25.99371	24.73547	26.24763	26.18176	26.18786	25.85334	26.36999	26.0819	25.65099
WP_003513954.1	25.02244	23.79937	27.63118	24.82064	23.67291	23.45726	26.71559	26.24435	28.09155	25.00411	27.73896	25.71165	25.55888	24.25305	24.78656	24.93644	25.18432	24.4588	24.47849	25.66291	20.9859	25.0329	26.01262	25.22984	23.8246	25.71234	25.44381	20.22929
WP_003514618.1	30.92491	32.08143	31.67713	31.895	30.26211	31.40422	31.27845	31.55511	31.7124	30.99322	31.67987	32.23212	31.466	30.83976	30.68973	30.44758	30.47847	30.92366	30.70751	30.70177	30.68678	31.47093	31.34388	31.30616	31.1745	31.48361	30.94351	31.59819
WP_003519164.1	19.07426	20.93343	24.14038	23.78211	24.54595	23.42125	22.68583	24.04897	21.09662	24.08757	21.01172	18.58193	23.5759	24.76429	20.32922	20.51432	18.5742	20.18983	23.01715	20.50636	21.2303	20.15831	20.21296	20.13286	23.68576	18.42025	23.95692	25.02714
WP_003517107.1	24.41586	23.5122	24.27419	20.13568	26.31246	26.1217	26.24133	24.88988	21.33573	19.79606	23.17709	23.1584	20.19784	18.9633	18.73467	23.35089	20.24477	18.34993	23.50559	20.21593	20.69679	18.3086	18.58631	20.39192	21.03696	18.80121	23.24057	18.40168
WP_003512977.1	27.7192	28.15064	28.03535	27.79342	27.54393	24.90743	27.32312	27.35208	20.81376	25.84762	26.15089	26.25933	27.80707	27.50578	27.65849	27.48238	27.7322	27.80731	27.0302	27.79585	25.45346	25.68915	25.77151	28.21974	26.65151	26.35798	27.02556	28.03244
WP_003516575.1	23.03507	21.19785	23.21316	22.17485	22.7542	23.83763	23.06444	20.12834	22.89907	19.71887	20.12522	19.20649	20.47873	19.55619	20.36962	18.77542	20.26193	18.73438	20.42044	18.59009	18.27862	18.6951	20.25418	20.09554	21.27892	19.40756	19.44038	18.78357
WP_003514317.1	26.26526	26.33918	26.05456	23.6396	26.24724	23.11403	25.79008	25.60999	25.09447	25.3013	26.30114	25.10025	25.89703	25.12479	25.44585	24.67916	24.03351	24.5966	25.78721	23.57021	25.62807	24.31074	22.8266	23.6085	24.78289	23.82537	23.93048	24.33376
WP_003513934.1	28.02658	28.19121	27.00455	28.05375	26.49134	28.89593	28.46685	28.65025	28.47932	28.17323	26.16651	28.05375	28.98713	27.80891	28.65856	28.35807	28.33881	27.7767	28.95338	28.50672	29.21324	28.03456	28.80593	28.63016	28.65125	28.8105	28.77342	28.60419
WP_003515591.1	27.70064	27.74274	28.25815	28.00552	28.49081	27.5376	28.6148	28.79637	27.89983	28.00906	27.63993	28.461	27.73083	27.73384	26.81579	27.88172	27.21848	26.74663	27.08755	27.07659	26.13253	26.9416	27.68382	26.87249	26.27556	27.408	26.67145	26.41563
WP_003513185.1	26.3892	26.33159	25.59599	26.38926	26.46678	26.3377	25.65958	26.5063	25.74881	26.33647	26.51855	26.74963	24.26844	23.66907	24.7263	24.55088	25.18796	23.26633	24.46551	23.84686	23.2982	23.7213	23.49976	23.61098	24.53876	24.01117	24.50898	23.90965
WP_003516573.1	24.08937	23.68667	24.8465	24.73091	24.87215	24.39065	23.44671	22.66599	21.28395	22.95598	22.38892	21.31798	24.56872	24.08986	24.82306	22.90004	23.43288	23.67411	25.12594	24.9751	22.75156	23.21873	25.2767	25.24601	22.84693	22.95015	23.16107	24.62909
WP_003518270.1	25.55417	24.85375	25.30723	25.4922	25.55689	25.45108	25.29036	25.70411	25.36096	25.87795	25.74738	25.70236	24.61723	25.18742	24.47002	25.52124	25.12855	19.34628	25.74624	25.1101	25.18897	25.28807	24.7122	24.6892	20.75073	21.49692	23.88898	26.29262
WP_003513098.1	17.97701	24.66375	20.23974	21.71873	26.25863	19.36427	25.99381	24.44647	18.44794	23.2086	22.23679	21.35861	20.50286	21.59916	20.38642	19.13877	18.44448	21.45477	20.43709	20.25713	18.43199	19.31026	20.27132	18.43645	18.35671	20.87086	20.92288	19.39138
WP_003517900.1	27.32876	26.9065	27.00728	27.39114	27.18033	26.25806	27.36468	27.07247	26.83467	26.72209	26.07417	26.77313	26.18833	26.97863	27.20244	26.26402	26.90687	26.38979	25.47822	26.65586	26.67043	26.81265	26.81328	26.66683	26.77956	26.92035	26.62079	27.07802
WP_003511963.1	24.7192	24.65761	21.79518	24.30893	20.34926	20.57852	24.34327	25.39295	25.38013	25.31598	18.31936	25.14372	25.73193	20.987	18.60771	19.71708	25.94159	20.82297	25.13014	20.27426	21.05894	21.42999	18.45679	26.24603	18.50854	19.5004	25.55802	21.48579
WP_014522596.1	22.61426	23.12954	22.49996	23.67256	23.07755	24.14443	23.38558	23.51595	23.90669	23.14014	23.24766	20.71374	28.86522	28.14371	28.53655	24.45173	22.94246	25.07387	24.35392	23.71457	24.14197	24.35778	28.54253	24.1749	28.559	22.00593	24.76385	28.23823
WP_003513794.1	33.31148	30.92103	31.65559	32.63807	32.72928	32.66771	33.2926	31.16145	31.92899	30.0308	32.41172	32.61012	30.14402	30.89731	31.81456	30.31535	31.49024	31.81112	30.1734	32.00243	31.57073	30.94079	29.11354	31.74872	30.84475	30.2179	31.77008	30.61616
WP_003518519.1	19.7731	20.09999	23.25539	21.51137	22.48453	21.02316	22.82015	22.02772	18.59798	19.88388	20.80964	21.79169	21.99563	19.64697	18.97938	21.70983	18.82424	19.43997	18.67414	18.46064	20.18066	20.79483	18.83594	20.13759	21.10927	20.96955	21.1703	20.85822
WP_003518362.1	20.6397	19.41057	25.37539	24.74552	18.91383	25.036	24.82275	23.77009	21.16808	24.65141	19.19787	19.30212	24.31675	21.08349	24.36419	21.11272	24.44623	24.23547	24.54071	24.59818	23.96966	23.14592	24.04906	20.15507	20.23976	21.21473	20.63021	19.48445
WP_003511705.1	26.81589	26.79137	27.63674	27.39233	27.41467	26.96706	27.13141	27.48689	27.32992	27.30091	27.20839	27.328	27.3889	26.6424	27.03325	26.89438	26.88981	27.31852	26.90067	27.22694	27.23395	27.29339	27.29643	27.02116	26.71872	27.18193	26.89048	27.0616
WP_014522594.1	24.47489	24.70473	24.59743	24.09771	25.02345	25.19156	25.29822	25.7669	25.26459	24.99982	24.55583	23.69113	26.12792	24.90731	26.6639	26.99545	25.24327	25.0557	25.91464	25.74812	24.5136	24.24334	24.93759	24.90543	25.24516	25.01752	24.91012	24.41442
WP_003518228.1	20.70256	18.60184	19.49216	19.37482	20.33153	20.20419	19.13969	20.41253	28.50601	20.1797	19.88087	23.28275	20.57709	21.32323	19.57093	19.80563	19.42868	20.92256	19.04252	18.8396	18.39156	19.40445	19.43941	18.30435	18.46852	20.67951	18.18226	20.95714
WP_003513744.1	22.83196	18.82119	20.68336	20.58717	23.20764	24.93703	23.68176	24.74462	24.14381	23.38557	24.11927	24.17058	20.81687	20.7999	21.6093	21.94307	23.08499	22.95231	19.62883	23.43086	20.85873	23.61951	21.51882	18.69107	22.69342	18.25362	23.41699	23.39293
WP_003514623.1	30.55085	30.26788	28.96009	30.12591	30.3231	30.2321	30.86828	30.90602	30.81089	29.50385	30.23986	30.86477	28.61978	29.27842	29.47508	29.41339	28.7367	29.25472	29.3671	29.44627	29.22544	29.03102	29.23872	29.54482	30.05176	30.12522	29.48055	29.81197
