"Protein"	"LL1210_T1_rep1"	"LL1210_T1_rep2"	"LL1210_T1_rep3"	"LL1210_T1_rep4"	"LL1210_T2_rep1"	"LL1210_T2_rep2"	"LL1210_T2_rep3"	"LL1210_T2_rep4"	"LL1210_T3_rep1"	"LL1210_T3_rep2"	"LL1210_T3_rep3"	"LL1210_T3_rep4"	"LL1210_T4_rep1"	"LL1210_T4_rep2"	"LL1210_T4_rep3"	"LL1210_T4_rep4"
"WP_003515550.1"	26.1349	25.74609	26.07598	26.52369	27.07196	25.68369	26.66241	27.00032	25.4414	26.25499	25.58527	25.10832	25.56274	26.05362	25.01077	26.90852
"WP_003516286.1"	24.28205	26.17774	23.59249	23.63687	24.73303	24.4756	22.5973	24.20897	24.18909	24.62357	24.02529	22.85637	23.55838	24.14112	23.42363	23.53318
"WP_003517815.1"	23.28778	25.39482	23.33221	19.19858	26.67776	26.43766	20.60234	20.04385	20.21266	19.80308	19.63408	18.92786	26.79503	23.76948	23.42932	24.39392
"WP_003515939.1"	23.15288	21.91107	22.87204	22.56796	24.00533	18.4628	21.81718	19.33183	20.48769	19.7777	19.19446	20.32855	20.17857	19.04599	19.88657	20.98758
"WP_003513296.1"	25.24079	19.39357	25.32813	25.08548	24.2133	24.14353	23.99571	25.66986	19.58475	23.91346	24.94739	25.08744	19.5507	18.06759	19.78636	20.17956
"WP_003517194.1"	24.91661	20.36261	20.4375	24.29373	22.13632	23.08518	25.24092	24.28615	25.27617	23.59915	24.06107	24.14621	24.4891	23.58059	24.89371	24.30801
"WP_003513368.1"	26.9978	26.75458	26.06595	26.43679	27.33767	27.02442	26.99193	27.28246	28.56323	27.92213	27.88596	28.07565	29.12994	28.95576	28.1279	28.76487
"WP_003515690.1"	25.00225	25.31564	25.58186	25.10834	25.22504	24.28088	25.17563	25.5406	25.06362	25.12398	25.56796	25.10692	23.17851	23.58434	26.7754	23.93353
"WP_003517711.1"	20.9333	25.04589	23.22432	20.467	20.59636	22.16982	18.82183	21.76406	19.26311	22.53565	22.20298	24.68593	20.23042	19.83936	20.33879	20.45613
"WP_003518724.1"	25.03024	25.66493	24.71325	24.50593	26.30132	25.06489	25.09061	25.79656	23.93197	24.02094	24.2804	24.87792	24.29683	25.05556	24.87113	25.5971
"WP_003514158.1"	26.00051	27.26067	27.24064	27.44166	27.15802	27.17548	27.21266	27.05062	26.16489	27.08546	27.39177	27.27632	26.98614	27.23636	27.23417	27.1297
"WP_003516358.1"	26.05424	26.64132	26.05032	25.77661	26.40044	26.25404	26.1222	26.02248	25.9617	26.49959	26.25515	26.58322	26.32482	26.30822	26.22302	26.60221
"WP_003512126.1"	25.21397	24.22523	24.45395	24.7072	24.99716	24.3872	24.44345	24.88382	24.39842	24.3513	24.37537	24.64178	25.39807	24.60926	24.21775	24.85089
"WP_003513423.1"	27.45796	27.46892	26.94968	27.33416	27.11481	27.49312	27.70027	27.34491	27.47696	27.65296	27.58128	27.6424	27.93043	27.55636	27.77507	27.1484
"WP_003515852.1"	26.67591	26.26279	23.23654	26.53235	23.63231	24.13973	23.87565	24.63934	24.08697	23.40259	27.0152	24.02678	25.72987	23.36719	24.66112	25.10997
"WP_003514920.1"	20.84122	19.20264	18.71683	19.86621	19.18333	20.77205	18.82504	20.02994	19.12568	23.5079	20.48561	18.46276	23.73365	22.75248	19.49936	19.22467
"WP_003517839.1"	24.55734	18.24597	20.18446	23.94452	24.47219	19.35261	19.8077	19.66341	19.06847	18.46627	23.89156	23.58991	21.35139	21.29446	18.90818	19.08647
"ADU73917.1"	26.13081	25.07074	25.33101	25.7989	18.94678	26.09457	25.70722	20.60798	18.09319	19.63372	25.8259	19.49434	18.59493	25.47787	25.66026	19.02893
"WP_003512128.1"	19.22326	19.9784	20.94928	25.69301	25.45876	25.56553	24.93365	19.63733	19.85931	25.11923	19.49384	21.0144	19.40782	26.26447	25.43602	18.04817
"WP_003516027.1"	20.20565	19.05342	19.57705	19.55846	20.47657	18.37721	21.25567	19.19794	18.91635	22.40438	20.32343	19.28938	20.26427	18.64572	20.59606	19.82422
"WP_003518590.1"	27.83073	26.76774	27.5452	26.8657	27.5285	27.65128	27.3833	27.7071	26.95759	27.21685	27.40976	27.5428	26.94518	27.40596	27.38925	27.47864
"WP_003513613.1"	20.19551	21.40119	18.63408	19.42697	19.4832	18.16433	19.61245	22.51537	28.30835	19.32441	22.3681	22.43098	20.07634	18.87654	19.93663	18.87595
"WP_003512104.1"	28.38287	28.20798	28.2205	27.59282	28.1407	28.08072	28.12549	27.95003	27.63894	27.95493	28.15752	28.00074	27.131	27.63932	27.83761	27.78114
"WP_003512915.1"	26.53817	25.42491	26.69754	27.11941	26.00944	26.15459	26.48839	26.28364	25.81034	26.28293	25.90068	25.88939	26.90296	25.87949	26.29702	26.32448
"WP_003514304.1"	26.79944	29.91066	31.01485	30.2586	31.03669	30.75141	28.89708	31.06634	30.504	30.64175	30.36291	31.16863	29.19782	30.45576	30.91833	30.64142
"WP_003517454.1"	26.0883	26.53463	26.88638	25.72778	26.07423	25.6608	26.67126	26.21023	26.34066	26.0959	26.10537	25.62246	26.6298	26.5373	26.07098	26.81401
"WP_003518887.1"	21.73168	18.81126	18.42829	19.37222	20.31413	19.48794	19.1325	18.96188	21.30977	19.60847	18.5681	18.78553	19.29865	21.12283	18.79812	21.28284
"WP_003512569.1"	20.2449	19.03696	19.70788	18.43907	24.77832	24.3312	20.41217	24.3494	23.24745	20.25369	20.06529	22.38452	19.85836	19.45281	24.22581	18.6277
"WP_003519228.1"	28.8474	28.27491	28.54956	28.25456	28.3215	28.49359	28.48352	28.57748	27.2784	28.07654	28.91661	28.20868	24.91951	25.3414	27.50127	24.29495
"WP_003511642.1"	28.06192	21.23337	20.27891	20.12891	18.55597	20.07078	20.0206	20.48844	18.66948	20.69118	20.35414	20.55956	20.72117	21.38107	20.14012	18.85908
"WP_003517408.1"	23.07629	19.60043	21.84299	21.51793	20.05557	18.85653	19.66273	21.47174	21.67605	17.99314	24.31011	20.12891	21.981	21.8379	22.66932	22.07329
"WP_003515563.1"	24.57011	23.20939	24.8128	24.85426	20.83705	23.32391	24.35534	25.25196	21.904	23.37943	23.20218	21.81093	23.56982	23.29742	20.41854	25.04675
"WP_003514658.1"	30.5862	29.58681	29.44984	30.41293	30.24355	29.84292	30.62166	30.41661	31.17626	30.96547	31.23798	31.34052	31.0871	31.54522	31.22354	31.34377
"WP_003512648.1"	26.53339	27.55694	28.8884	27.51083	27.45917	28.27046	28.91237	27.45158	27.89072	28.28987	28.36151	28.01456	28.68694	28.0584	27.98082	28.75254
"WP_003517797.1"	26.55472	26.01878	26.2609	26.45241	25.68872	28.16271	25.82292	25.67618	25.62665	26.11447	25.90042	25.98063	26.20056	25.62559	26.13935	28.64395
"WP_003519337.1"	27.58186	27.11228	27.20339	26.85836	27.29836	26.79094	27.17225	26.95001	27.06263	27.18391	27.07663	27.11408	27.23042	26.94101	26.86209	26.9546
"WP_003519170.1"	27.30484	27.30046	27.03271	27.46152	26.12473	27.5068	26.79223	26.73026	26.59878	27.08982	26.63972	26.60151	26.91275	26.97477	27.90565	26.78272
"WP_003513758.1"	20.1276	18.39826	20.27134	19.22667	23.68206	19.79323	19.7398	23.91589	24.85668	24.01972	24.57916	24.25355	24.29566	24.83381	24.70178	24.56602
"WP_003517773.1"	22.61023	24.92569	21.43232	21.8675	21.96232	24.06294	21.65389	25.66871	21.25991	21.90162	25.17608	24.61747	21.7592	24.19507	25.58973	23.76906
"WP_003511538.1"	19.6455	25.03765	25.03029	21.51673	19.43493	19.83648	19.03918	19.49717	18.89956	25.36647	20.84552	26.18614	25.22187	25.37563	19.50448	21.11079
"WP_095522196.1"	26.48028	20.00337	21.63418	18.99046	20.86578	21.93479	24.19605	20.32634	21.13869	18.14185	24.99911	24.61143	20.36395	18.22334	19.17888	19.43673
"WP_003518633.1"	27.25242	26.93971	27.50528	27.42451	27.18158	27.49369	27.41448	27.01608	27.28681	27.21432	27.45625	26.89095	27.16609	27.57146	27.75349	28.13102
"WP_003518893.1"	20.3049	21.06274	18.98715	23.08754	20.41447	20.02732	20.94799	20.32929	19.43703	19.8566	22.0448	20.51112	19.66847	19.8649	20.93712	20.62128
"WP_003515069.1"	27.6092	28.00524	27.986	27.47096	26.33083	27.745	28.05845	27.85565	28.34892	28.28105	28.6206	28.61178	28.16059	27.27524	28.72935	27.59734
"WP_003518357.1"	19.93196	20.83533	19.09746	19.21061	18.47142	19.81124	19.75181	18.5719	19.47399	19.76844	19.44565	19.71784	19.52547	20.71575	19.03975	18.2043
"WP_003516356.1"	20.23518	24.94202	25.6442	25.61085	25.17438	24.9913	25.6595	25.73324	24.71871	24.53401	25.56624	25.35339	24.93047	25.6304	24.74613	22.96209
"WP_003512130.1"	19.46178	26.17599	20.00302	24.8469	18.26114	24.24277	24.41553	25.86681	18.24845	24.97572	25.12265	25.40516	18.99093	19.42677	23.70144	19.84982
"WP_003519140.1"	22.82543	23.14998	23.11042	21.35303	23.95134	23.1812	23.72067	23.65734	24.51219	25.2908	24.81737	23.97489	24.53529	24.23403	24.10208	24.61799
"WP_003513756.1"	28.06397	28.38063	28.62627	28.79101	28.51038	28.32125	29.33863	28.80422	27.9327	28.16885	28.72106	28.34206	27.85077	27.19744	24.45101	25.86904
"WP_003514672.1"	29.13144	28.17304	29.49694	19.76023	31.98538	29.38284	29.33094	30.32118	19.88477	19.68857	18.48369	28.97541	20.01676	19.64743	18.98184	20.70273
"WP_003516354.1"	22.46891	23.38147	24.93152	24.58068	24.25158	24.08874	25.33986	24.52887	22.60558	23.83419	23.19841	24.05972	24.00613	23.60105	17.99455	24.53465
"WP_003513950.1"	25.29569	26.19131	25.33356	25.29472	25.51997	25.47635	26.01254	25.8999	25.79455	25.12953	25.69721	25.39366	23.98946	24.93032	23.61898	24.05323
"WP_003515575.1"	27.26739	25.91812	26.57526	26.65401	25.63814	26.27798	26.61235	25.71006	26.48053	26.10147	25.82552	25.75535	26.35474	25.6826	25.56459	25.962
"WP_003515789.1"	25.55314	25.55981	25.37303	25.55198	24.78103	24.74147	25.4862	24.98396	24.92841	25.14487	24.89331	25.00426	25.91404	25.03907	25.14661	25.90452
"WP_003516513.1"	26.08867	25.85497	26.05774	26.46697	26.39459	26.4639	25.86898	26.32656	25.75944	26.18598	26.17063	26.01278	25.46704	25.68168	25.91535	26.06335
"WP_003516352.1"	27.05375	26.90313	27.85978	27.81118	27.79673	27.88184	28.08765	27.77574	27.49543	27.6837	28.23911	28.26381	26.80774	27.75813	27.2786	27.4199
"WP_003516374.1"	26.11057	26.14013	26.36841	26.42873	26.6432	26.62317	26.73013	27.10684	26.61242	26.66502	26.83842	26.79484	25.01539	25.77439	25.4266	26.20426
"WP_003512106.1"	22.84893	23.55208	23.99983	25.07612	23.76657	24.23863	22.4709	23.53238	23.95453	18.66757	19.57911	19.42307	20.40829	19.69606	18.82784	22.76804
"WP_003516515.1"	26.25512	25.61103	28.29619	26.20248	25.71684	29.03305	28.62866	24.69827	25.83945	24.83477	25.5172	24.50271	24.29	28.40414	25.23481	24.92338
"WP_003517994.1"	28.74136	27.84969	27.92047	28.07001	28.3765	27.95204	28.68515	28.19403	28.15142	28.2512	28.26184	28.18468	28.42266	28.46925	28.6751	28.33947
"WP_003518885.1"	23.28875	24.46886	24.90561	26.63449	25.26678	23.62984	24.34136	24.3978	24.8382	22.24305	24.42091	24.66891	22.58949	24.33613	24.55481	25.02766
"WP_003515698.1"	26.5433	26.30483	27.27793	26.86453	27.21963	27.39397	26.81344	27.12852	27.00455	27.09049	27.09272	26.91614	26.34788	27.24829	27.28782	26.87391
"WP_003516243.1"	25.30507	24.71679	26.34925	25.0078	23.4625	24.66461	25.00904	24.64699	24.03472	24.0902	24.24872	24.31731	24.3716	24.87901	24.45646	26.12796
"WP_003517719.1"	24.51591	25.26965	25.82608	23.50783	26.38897	23.72501	24.65418	24.5603	24.151	24.1887	24.14534	23.42464	23.97338	25.34162	23.39157	23.31421
"WP_003513578.1"	27.40274	27.78335	28.74249	28.0562	27.77057	27.67702	28.36753	27.74171	27.87644	29.2907	27.85685	27.55698	28.82907	29.41287	29.12564	27.90921
"WP_003513182.1"	25.85965	25.81356	26.95781	26.40133	26.46669	25.44261	22.96128	26.60419	25.58317	26.83578	26.83632	26.31545	25.781	25.90117	26.10608	25.78334
"WP_003517791.1"	23.3488	22.30264	22.87615	24.52928	22.36277	23.31163	24.12456	22.51721	21.73054	22.44516	23.40619	24.50539	20.61154	22.64417	22.96235	22.85104
"WP_014522590.1"	25.09473	24.60987	20.02043	21.93217	25.25592	18.50676	19.52099	25.37395	22.8268	18.40941	24.63819	24.85011	20.13425	19.84859	21.25075	19.63183
"WP_003519168.1"	26.5952	26.32131	26.69728	25.81845	26.56294	26.71621	26.38507	26.25582	26.53994	26.27371	26.48448	25.81535	26.66711	26.73026	26.56584	26.87717
"WP_003513964.1"	32.09661	31.59657	32.77628	31.94265	32.99911	33.15659	30.82074	32.89842	33.37396	33.26359	32.30457	33.2468	31.99092	32.14362	33.01646	31.86912
"WP_003517198.1"	30.25525	29.81557	29.46952	29.5369	29.59362	30.11789	28.80763	30.64081	29.65944	29.884	28.73932	29.575	29.67607	29.71105	29.71274	29.60532
"WP_003518631.1"	27.58409	27.61235	27.79669	27.62066	27.33848	27.28282	27.69515	27.40298	27.63285	27.49622	27.31627	27.32077	27.83647	27.68709	27.88707	28.18481
"WP_003513825.1"	29.6705	28.9719	28.93114	29.28038	29.42813	29.30214	29.38783	29.48335	29.13207	29.35804	29.40288	29.01748	28.77592	29.27136	29.34858	28.68018
"WP_003518355.1"	24.61096	25.08997	24.81194	25.42958	24.56973	24.86736	25.07712	25.51285	25.1744	25.56793	25.31246	25.52927	25.34336	26.0407	25.06162	25.48652
"WP_003512132.1"	24.1382	19.57497	21.28522	20.15327	23.38058	19.66803	18.83416	22.11673	22.58106	25.66943	23.52316	23.7571	22.56525	24.53984	25.57593	19.58907
"WP_037294696.1"	25.24556	25.33843	25.64196	25.56474	26.32113	26.13854	25.12992	26.17173	26.29585	25.83285	25.63769	25.60927	25.79742	25.41624	25.89044	25.25446
"WP_003512202.1"	26.92656	19.79073	18.75933	20.96478	20.14434	19.36035	24.31464	20.84816	19.44804	19.76526	24.4381	18.68756	19.4832	20.578	18.57793	24.36769
"WP_003514117.1"	26.48941	26.60267	25.77713	25.79245	26.11332	26.02405	25.38318	25.66781	25.65274	25.6984	26.1658	25.61137	25.56215	25.6136	25.21543	26.15682
"WP_003518642.1"	26.25265	27.06879	26.71198	27.85557	27.17771	27.02421	26.92243	26.88453	26.62696	27.22604	27.85922	26.25763	27.0662	26.70788	27.34272	27.25309
"WP_003515752.1"	19.02818	19.74902	19.88198	19.7354	18.9449	23.45773	20.1996	19.449	24.37757	20.33894	20.15392	19.43567	20.88671	24.1922	18.81085	19.68058
"WP_003512662.1"	24.21884	19.83828	19.58453	24.70862	24.62724	23.65593	23.08648	24.8844	19.668	25.24725	24.42257	27.84972	24.52395	22.32816	24.84516	24.61056
"WP_003511902.1"	19.0313	19.98742	22.76027	25.55828	22.61836	19.64291	19.84331	18.48753	19.62547	19.22953	18.9564	19.91995	19.3987	23.19956	21.07756	24.52202
"WP_003518396.1"	24.43465	24.57987	24.14628	23.37879	23.72318	23.43128	24.93479	23.61347	23.73087	23.9759	23.92562	23.98433	24.29929	23.86831	24.12406	24.38557
"WP_003512660.1"	29.64261	29.4643	29.0869	29.41198	29.68244	29.49156	29.43077	29.51772	28.88953	29.15932	29.47631	29.33835	29.88069	29.6847	29.39188	29.72554
"WP_003517011.1"	27.96152	28.19411	25.9239	19.94586	28.14669	28.78456	26.81033	27.15146	19.71647	20.13797	26.39247	26.21278	20.23363	25.80196	26.13735	27.59326
"WP_003516241.1"	28.16405	27.32242	27.21712	26.48124	27.01642	26.80432	26.1711	26.76377	26.52028	26.1071	26.89997	26.73199	26.60891	27.8735	26.11984	27.78143
"WP_003515342.1"	22.32412	21.56517	21.55971	19.90517	21.48813	19.80729	20.76148	21.23757	19.86851	23.42457	23.7255	21.85825	19.71811	22.96474	19.39235	20.16865
"WP_003514656.1"	30.20695	31.04601	30.20182	30.1302	30.45573	30.29951	31.15826	30.44221	29.84503	29.85793	29.96691	30.04523	30.13142	30.27243	29.85573	29.98873
"WP_003511947.1"	23.91426	24.21461	23.00857	22.08068	22.64787	24.51569	23.64837	23.38712	20.5956	22.9903	23.69901	19.19337	23.9924	23.29724	23.71971	23.28514
"ADU73149.1"	24.70445	24.80106	24.8622	22.57051	24.89899	25.09283	24.30819	25.43381	23.65291	25.07308	25.07778	25.31747	25.05695	25.21985	22.86283	25.14273
"WP_003516246.1"	26.11688	26.24553	26.58699	26.52395	28.30661	26.85979	26.37703	26.60736	27.15653	28.61565	27.10474	26.95407	26.92491	26.55454	27.02397	26.91288
"WP_003512057.1"	19.9861	20.70064	19.85769	19.99224	19.87018	20.2847	19.81796	18.27769	19.27127	22.84303	19.8802	18.47234	23.15784	23.86947	18.15171	19.83347
"WP_003519284.1"	21.39303	19.40157	20.47815	20.13771	19.9129	18.03614	19.39084	19.58239	19.627	19.75843	19.92285	19.90576	19.68472	19.24944	19.80819	20.56465
"WP_003517537.1"	27.77558	27.44323	27.62405	27.66526	27.66237	27.92729	27.75436	27.15824	26.74325	26.99764	27.2484	27.02899	27.17056	27.70273	26.67812	27.35468
"WP_003518361.1"	23.40314	23.77099	23.72925	24.12004	23.7387	22.82059	24.31446	23.39981	24.27905	24.25889	23.54788	24.09583	23.41235	23.40095	23.78184	23.45649
"WP_003518730.1"	19.79639	19.75052	18.30436	20.8334	19.88796	22.22597	19.16138	22.04158	21.03063	19.14081	19.89795	19.53172	19.07775	19.60631	20.66677	19.23287
"WP_003513455.1"	19.33005	21.12737	18.44736	22.18656	21.18031	22.49915	22.09391	22.54063	22.8137	20.75015	22.25036	20.49561	24.05394	23.10807	19.36608	19.59061
"WP_003514207.1"	31.80425	33.20504	34.35194	32.01122	34.62438	34.52074	32.63316	35.03604	34.56744	34.53144	33.07154	34.62598	33.68492	32.89492	34.82161	32.38556
"WP_003516251.1"	25.84234	24.7349	24.75641	25.07756	25.06944	25.18968	25.54728	25.41257	25.19566	24.47752	25.22273	24.57461	24.87603	26.25989	25.44715	24.05953
"WP_003519286.1"	24.46954	24.35056	23.97912	25.54595	25.13418	24.04909	23.92216	23.96211	24.04621	25.47941	23.8371	24.29758	24.39279	24.11838	24.32627	25.99734
"WP_003516249.1"	26.85418	26.78274	27.10527	26.57038	27.22446	26.87857	27.11676	26.69519	27.10585	27.19612	26.97346	26.81995	26.97665	27.02126	27.24422	26.56685
"WP_003516525.1"	30.68449	29.88432	30.25386	30.3962	30.11484	30.24752	30.16985	30.20742	29.9675	30.3892	30.63968	30.43006	30.45046	30.59358	30.45874	30.61999
"WP_003516913.1"	26.747	26.11922	27.06284	27.69515	26.94722	26.93475	26.85069	27.1107	25.91445	26.30139	26.91503	26.93306	26.47822	25.98752	26.41344	26.36627
"WP_003517512.1"	25.88166	25.5616	25.81966	25.87159	26.53719	26.11617	26.01332	25.32448	25.10932	24.71251	26.29491	24.40602	23.80559	25.79061	22.84439	26.80363
"WP_003513222.1"	22.71633	23.82602	23.1025	19.56627	18.5994	23.82065	23.87546	20.15692	23.44395	23.0088	24.42822	24.52439	20.00799	21.01443	19.58875	21.00213
"WP_003512864.1"	22.44944	26.29563	25.9603	19.90664	19.7465	25.04612	25.6547	25.24121	26.54612	25.71377	25.8285	19.50512	19.26126	19.14157	19.5457	19.12475
"WP_003514987.1"	24.29011	25.26816	24.69551	24.49603	23.73801	24.24247	24.80996	25.32779	26.48841	25.4355	25.08914	25.40779	25.95393	25.63144	25.93013	25.6147
"WP_003513015.1"	21.7536	21.17312	21.68373	21.34248	21.83645	21.75732	21.63589	26.22353	20.99793	21.88286	22.08286	20.15343	19.17377	23.46532	21.30341	20.91273
"WP_003519058.1"	29.81681	30.26804	30.52235	29.34675	30.38459	31.24274	29.83991	30.16917	31.40135	31.52588	30.91511	31.61686	31.65031	31.71637	31.37052	31.57428
"WP_003516259.1"	30.05312	30.346	30.20453	30.00233	30.35671	30.36481	29.90246	30.24905	30.10842	30.05982	29.51356	30.00102	30.28381	29.88775	29.95747	30.22647
"WP_003512034.1"	25.51208	28.60435	27.12745	25.4451	28.90109	29.39291	28.31263	27.93388	27.48317	29.37229	29.46442	29.24941	27.76465	28.50106	28.74349	28.58938
"WP_003517539.1"	20.57344	21.67863	20.01153	21.24965	19.44258	18.18406	22.24461	18.96	19.16375	19.85305	21.6236	21.94819	21.01336	21.26878	19.63782	21.2571
"WP_003511751.1"	21.35598	19.2961	19.93471	19.46339	19.72169	19.80203	20.64529	19.88333	21.28418	19.75229	21.18822	19.05673	20.51442	20.56661	19.79173	20.55323
"WP_003515787.1"	25.67591	24.86053	25.77158	25.45805	25.99254	26.18994	25.44417	25.95094	25.17287	20.3077	25.90231	26.13066	25.23377	25.50317	26.25867	25.62068
"WP_003514215.1"	26.43488	26.41502	26.24617	26.21292	26.08126	26.3415	26.38855	26.37461	24.75535	25.4823	25.81694	25.87776	25.86435	25.57547	24.82159	25.6284
"WP_003512814.1"	20.19297	21.37608	19.22654	24.24188	20.35565	19.72258	19.68172	23.50317	20.58425	19.4266	18.61146	18.81585	20.67175	19.40236	20.52778	19.38617
"WP_003516416.1"	26.58726	24.13573	25.67069	26.09975	25.56249	25.34209	25.4269	25.78427	26.3612	25.95945	25.34745	25.50481	26.65276	26.2818	25.74414	25.83157
"WP_003517040.1"	26.99327	26.63819	26.83113	26.94794	26.48906	26.32587	26.73882	26.31727	26.41277	26.53138	26.47002	26.10017	26.4863	25.9884	26.34256	26.43489
"WP_003512197.1"	25.42649	24.84788	24.74203	24.77022	25.45118	25.57616	24.72024	25.12731	24.84539	25.61464	25.7567	25.33055	25.09857	25.27469	24.61706	25.34446
"WP_003511951.1"	21.56401	21.45045	22.53079	21.0222	18.13451	20.21194	20.67442	20.3271	19.42371	20.49855	19.9619	20.37363	19.94312	21.08834	19.55339	20.44291
"WP_003517062.1"	23.42656	23.26856	23.07608	23.05012	22.90793	23.0016	23.33698	23.67549	24.17073	24.0876	23.24129	24.14743	22.3454	22.39446	23.84892	22.47986
"WP_003514230.1"	26.0151	25.13268	25.21757	24.39903	25.51325	25.58103	25.00866	25.70633	25.74609	25.48308	25.16385	25.31532	25.83283	24.90049	25.04496	26.08614
"WP_003512816.1"	19.68613	20.6895	18.95291	21.49224	18.28063	18.84228	19.00152	19.92596	21.11442	19.96052	19.87219	19.36947	19.11798	21.09848	19.79845	21.08638
"WP_003513419.1"	25.22707	23.56918	24.55754	25.16594	24.31529	24.00922	23.78658	24.20922	25.21409	24.32905	23.86233	24.38243	24.36156	24.28917	24.51832	23.78946
"WP_003516905.1"	24.50518	21.27309	24.95139	24.66993	19.87887	24.49318	20.48772	19.90108	23.90149	25.01334	19.75672	24.63157	23.86103	24.82645	19.18713	20.08522
"WP_003517060.1"	24.71807	24.74537	23.69124	23.72179	24.06617	24.59701	23.88547	24.49333	24.74194	24.28787	23.96194	24.54928	24.79447	23.1115	24.20432	24.59441
"WP_003512781.1"	25.10917	19.5511	18.70465	24.54751	24.86269	24.74429	24.71841	24.64294	24.77241	24.49547	24.73437	24.52519	21.11086	24.42147	19.54725	24.42237
"WP_003516470.1"	24.73109	24.13697	24.97734	23.82995	24.22833	23.48817	25.68248	23.50422	23.13368	23.80854	24.05924	24.03609	23.68424	23.90973	24.0247	24.29791
"WP_003519383.1"	28.85735	28.47192	28.54982	28.57253	29.00214	28.93441	28.52995	28.77589	29.12588	28.64817	28.48036	28.71128	28.48193	28.39482	27.63689	27.5486
"WP_003519292.1"	25.83299	25.25922	25.38651	25.92322	26.00651	25.95861	25.78997	25.26417	25.57081	26.05866	25.61854	25.4035	25.78773	25.78879	25.28065	25.74191
"WP_003517986.1"	23.25773	24.23901	23.99104	24.74268	25.46017	24.38966	24.55142	24.39173	23.76934	24.42069	24.55288	24.55278	22.85092	23.85921	24.90544	23.69571
"WP_003519385.1"	29.50018	30.74271	28.81307	28.76505	30.10468	30.12886	29.15229	28.82968	29.36887	28.84539	28.94681	28.73278	28.42333	28.98786	30.07957	30.24513
"WP_003513007.1"	27.21178	27.55836	26.07107	26.45417	26.78727	26.55239	26.45015	27.46776	26.97041	26.87141	26.76567	27.51812	26.95265	26.70546	26.7588	26.81702
"WP_003513529.1"	26.43306	25.50769	25.82798	26.1968	26.01125	25.45916	24.86638	25.80921	24.13459	25.74418	26.06792	25.63356	25.26068	24.54763	24.57394	26.06925
"WP_037295047.1"	30.22637	29.73655	29.93239	30.06897	29.47223	29.688	29.3081	29.85876	29.39633	29.09741	29.73172	29.66556	28.60073	29.11948	28.9493	29.15189
"WP_003516462.1"	28.01425	28.27485	28.59833	28.57869	28.0576	27.83454	28.96463	28.50847	26.61657	26.85642	28.46452	27.78407	25.23732	25.86905	25.69736	25.03809
"WP_003513001.1"	23.83167	21.20956	20.00846	23.97503	22.85115	23.11004	18.7823	23.76345	22.58431	19.46375	23.9667	22.79091	23.33542	20.09973	23.42234	23.75558
"WP_003517483.1"	24.86471	24.27314	24.96276	24.44941	24.93221	25.37296	25.72312	25.557	23.59797	25.3931	26.01479	24.95526	23.64664	24.1278	23.08165	19.44746
"WP_003513023.1"	22.41559	20.23298	26.63877	20.82254	19.80038	23.44997	23.49344	21.19069	22.45809	25.06283	19.45328	24.71156	19.46673	19.4635	20.96817	20.13789
"WP_003516640.1"	19.84524	19.61089	27.43298	19.71212	27.50099	27.91225	27.70056	27.44332	20.11885	27.9318	27.76548	19.36209	27.17218	20.15227	27.70722	20.15089
"WP_003517314.1"	19.92013	20.28436	24.46458	21.32981	23.35049	18.99005	20.23692	18.61523	19.48465	18.86938	24.52864	23.348	20.06672	20.16524	19.07829	21.27653
"WP_003513220.1"	26.70675	26.40739	25.83356	26.50537	26.45099	26.53156	26.02631	26.59463	25.71068	25.67022	26.34174	26.38754	25.9771	25.1054	25.40342	24.90037
"WP_003513114.1"	19.23936	20.29704	20.56013	20.37724	19.07679	18.707	20.99496	19.75991	20.17122	21.12829	19.73195	20.20822	19.75426	21.28816	21.22484	18.47663
"WP_003516112.1"	27.08295	26.82961	26.53382	26.2427	27.11525	27.45544	26.8105	26.9741	26.87705	27.05481	27.08168	27.00372	25.43829	25.89681	26.10899	25.81194
"WP_003515480.1"	19.93179	21.39503	19.4933	19.77043	18.79719	18.4502	19.63489	19.45663	20.18416	20.56637	20.36489	18.41789	21.14264	18.49501	20.51628	19.30232
"ADU74294.1"	20.38003	18.6639	27.82135	20.42735	27.6843	19.79886	27.33645	19.73515	21.3035	19.90338	18.14732	19.94493	19.55516	19.31872	19.34145	20.17227
"WP_003517897.1"	19.70752	19.46932	20.36687	20.43973	18.54353	20.3695	18.70028	20.36778	18.51925	18.75873	18.29321	20.74071	20.33204	20.18657	21.05299	19.98138
"WP_003517972.1"	24.04176	24.59252	22.61275	21.51073	23.64874	23.12268	24.39709	24.5135	24.40676	24.23162	24.99345	24.72733	22.49114	23.47505	24.92681	23.44948
"WP_003513306.1"	28.16674	27.86071	26.97166	27.88211	27.76855	27.71723	28.27518	27.61325	27.80865	27.8958	28.19053	27.73813	27.42661	27.60659	26.8974	28.00786
"WP_003519304.1"	19.04016	20.3179	20.00189	18.84673	22.94734	21.03941	18.49631	23.22256	19.34033	24.35782	19.88887	19.31293	20.65579	19.99614	20.04516	21.0483
"WP_003517116.1"	20.36689	20.1317	19.40798	19.63234	19.87574	19.26598	19.76456	18.15133	20.20542	20.10797	19.81051	18.33179	18.74381	19.2081	19.40315	19.19143
