Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4
WP_003519089.1	28.03905	27.78831	29.29505	28.30034	27.83961	27.96128	28.33561	27.66889	27.97636	27.9724	27.75985	27.28416
WP_003519329.1	25.91825	27.37183	26.08399	25.98022	26.3695	25.66909	26.51587	26.03182	26.00784	25.71521	26.8097	25.50137
WP_003516284.1	27.15521	27.26589	27.10939	26.44814	27.10274	26.67465	26.18888	27.01035	26.15909	26.54675	26.85802	26.31905
WP_003517715.1	30.44058	29.14297	29.42923	29.49992	29.7955	30.6931	30.43649	29.85125	30.07621	30.39149	29.39918	30.00297
WP_003513335.1	25.09029	23.23443	24.27695	23.59548	22.42926	23.57582	22.2291	21.56124	20.75275	20.75798	18.60003	19.02363
WP_003515550.1	25.86111	26.68826	26.11892	26.35753	26.90773	26.0491	26.69775	25.83164	24.51275	25.10317	25.26528	26.15865
WP_003516286.1	24.98306	25.29126	25.07433	25.11446	24.9682	23.23663	24.11807	22.71045	24.02993	23.67198	21.22595	24.0563
WP_003517815.1	18.10132	19.21439	19.71311	18.06974	21.04622	20.48876	20.99035	27.72265	21.07434	23.00576	19.52416	24.49832
WP_003515939.1	24.9406	25.27158	22.98299	24.60759	24.71746	24.72079	24.80722	24.33967	23.66125	23.61914	19.90339	23.42991
WP_003513296.1	26.06602	25.40523	26.19844	26.11654	26.38883	25.58641	26.28637	25.50327	25.7901	26.83724	19.9061	24.70688
WP_003517194.1	19.93664	19.74059	19.34169	23.39492	22.74464	22.43978	23.79745	23.44282	23.86608	19.62582	19.52807	19.33768
WP_003513368.1	26.16699	26.525	25.99427	26.02451	25.90359	26.43754	26.26226	26.14986	27.07871	26.14965	26.12031	26.66757
WP_003515690.1	25.16169	25.12663	26.73934	26.18263	25.83392	26.59003	25.20512	25.52993	26.11761	25.6928	24.73477	26.1164
WP_003517711.1	18.94744	20.15636	20.13028	20.42273	20.07993	20.43448	19.97843	21.10596	22.38612	19.15333	20.60712	19.67011
WP_003518724.1	24.36926	25.59653	24.18933	24.03115	21.2965	24.6568	26.30212	25.37147	25.23833	25.43222	23.92898	25.30485
WP_003514158.1	27.48898	27.42489	27.80011	28.07345	26.83478	28.13621	25.94092	27.0294	27.20079	26.81407	26.18244	27.33056
WP_003516358.1	25.60702	25.86674	25.79087	25.50088	26.24815	25.61598	25.41436	25.89066	26.03499	25.86404	25.87118	25.90257
WP_003512126.1	24.37099	24.24119	24.37435	25.1593	24.60856	23.00537	24.65488	24.7561	24.71311	25.54753	23.82163	24.71669
WP_003513423.1	26.39739	25.99432	26.708	25.67515	26.91287	26.33482	26.4388	26.04694	26.14133	26.19689	26.00454	25.4617
WP_003515852.1	19.92643	18.69995	21.00866	23.18904	22.76305	23.21283	22.7471	23.59471	20.17807	25.32524	22.055	24.61602
WP_003514920.1	21.13832	19.44635	20.43766	20.30584	22.01986	19.33397	20.68663	20.40754	20.77647	20.40952	20.91501	20.24353
WP_003517839.1	23.53438	18.92477	23.57513	19.82483	20.52491	19.85104	23.54462	20.91241	24.18882	18.30531	19.99033	18.34684
ADU73917.1	25.49922	25.8036	26.17831	26.03167	26.72301	25.93218	26.24885	26.22168	20.25436	26.89245	19.30239	18.35027
WP_003512128.1	19.39092	19.38034	18.20983	20.08597	20.62698	20.25959	20.61835	19.06507	19.85988	20.39152	20.6077	19.39704
WP_003516027.1	21.67365	19.49613	20.52178	18.99349	26.21992	18.82847	26.24372	20.22862	19.55025	19.391	20.06905	20.93948
WP_003518590.1	28.47297	26.21828	26.85367	27.67317	28.95862	28.50802	27.48459	27.7489	28.47531	28.12691	27.10293	27.86405
WP_003513613.1	26.09098	25.76141	24.73179	26.36186	25.68007	24.87368	25.76164	25.72829	19.51367	25.54715	23.68554	25.28331
WP_003512104.1	27.16896	26.98851	27.1073	27.09287	26.92209	27.22643	26.70208	26.68973	26.58861	27.90922	26.45226	26.77298
WP_003512915.1	27.09559	26.59521	26.81218	27.51616	26.89359	27.08009	26.35971	27.04133	27.15787	27.15693	26.70653	27.28497
WP_003514304.1	31.20805	31.06385	31.12899	31.18427	30.45064	29.40123	31.29781	31.05464	30.68995	31.47917	29.50467	30.44806
WP_003517454.1	27.02304	27.39076	27.11909	26.97409	26.28551	26.20846	26.48926	27.35613	25.15943	26.50925	25.35292	27.0314
WP_003518887.1	20.15451	21.88507	23.45389	23.25807	21.14428	22.57526	20.27563	20.22956	19.50183	18.72444	19.66206	21.52808
WP_003512569.1	20.77069	18.84097	20.40693	19.56561	21.73175	19.5619	19.65829	20.20493	18.7313	19.5073	19.34262	19.18905
WP_003519228.1	29.01774	29.15867	29.2089	29.32228	29.1594	29.57606	29.47428	29.61682	29.74323	29.68797	29.44177	29.41753
WP_003511642.1	18.67934	18.87292	19.93431	20.6327	20.16282	19.04938	18.87949	19.45661	19.14047	21.12397	19.30487	18.67779
WP_003517408.1	20.49486	20.60809	20.1909	24.34378	22.32579	23.50226	21.29486	24.0879	21.84217	21.49583	19.29266	20.04095
WP_003515563.1	27.32903	27.09406	26.93612	27.42114	28.54107	26.84921	27.32737	28.71782	27.18457	27.25673	26.90325	27.16742
WP_003514658.1	31.96875	31.59029	31.39049	31.62284	31.84747	31.71384	31.64692	30.63371	31.1822	31.7651	30.75091	31.93486
WP_003512648.1	26.98142	26.98552	26.56218	27.06331	26.93812	26.91113	26.57926	28.51568	26.0303	27.47368	27.09788	28.59094
WP_003517797.1	25.59918	25.68204	26.44873	25.55455	26.33517	25.85379	26.05557	26.67684	26.8354	26.70988	26.39245	26.88623
WP_003519337.1	27.69078	27.60601	27.33539	27.98334	27.60351	27.28872	27.55257	27.62556	27.24166	27.03105	27.04827	27.48391
WP_003519170.1	24.95975	25.72365	25.85774	25.90388	25.24009	26.50137	25.86218	26.09849	25.98278	25.93718	25.70868	26.41113
WP_003513758.1	24.05922	23.28677	25.43277	23.36384	24.61688	25.40737	25.03142	25.38127	19.77804	24.57947	18.49771	24.72272
WP_003517773.1	22.27463	23.14301	22.5283	22.86669	26.34057	25.83187	25.53701	23.04981	18.55326	26.2235	18.91985	24.13094
WP_003511538.1	20.35096	26.00935	19.11748	25.85307	20.2147	19.49704	19.20206	19.98793	19.34592	19.92179	19.57763	19.62383
WP_095522196.1	26.77374	27.32683	27.39726	27.08806	25.11411	26.33064	25.49986	26.42282	24.68976	25.2978	24.49245	24.3602
WP_003518633.1	27.96415	28.26622	28.25064	28.13934	27.84776	26.99796	27.46235	27.47519	27.97743	27.66495	27.6962	28.03446
WP_003518893.1	22.93685	22.47116	23.39811	23.06212	22.76161	21.70407	22.01279	22.49226	21.39707	22.97367	23.17362	21.89917
WP_003515069.1	28.59731	28.58349	28.37026	28.95078	28.93872	29.16376	28.58227	28.5271	28.01736	28.84923	28.93601	28.4144
WP_003518357.1	20.29534	19.84399	19.67961	19.61148	27.32425	19.61082	27.31999	26.9568	25.47825	25.77932	26.11162	25.62856
WP_003516356.1	28.0357	28.52209	27.13131	27.75222	27.28843	28.18298	27.10457	27.26285	26.63634	26.9739	26.56648	26.08435
WP_003512130.1	20.1913	20.89447	20.72809	25.24636	20.8497	24.06967	21.4602	20.23036	18.36599	19.41337	18.31403	19.24261
WP_003519140.1	23.79528	22.02014	22.89317	22.90174	22.94357	23.69617	23.71864	24.47939	24.39012	24.32699	19.13181	23.25634
WP_003513756.1	29.3715	29.15439	29.08555	29.05824	28.70612	27.27306	28.81434	29.39625	27.17792	29.13019	28.70648	26.02912
WP_003514672.1	31.00375	31.54399	30.54521	31.55658	30.9656	30.80635	31.24691	30.20908	19.33279	31.07469	30.04824	29.46085
WP_003516354.1	26.06637	25.96534	26.12973	25.90526	25.80214	26.75253	25.86044	25.44516	24.7114	25.59442	25.09713	25.57758
WP_003513950.1	24.64536	25.34001	26.07795	26.2228	24.9531	24.48306	26.09325	26.26309	25.09933	25.91874	25.48331	26.29616
WP_003515575.1	30.4167	25.16809	26.24756	26.04242	26.69604	26.72381	26.57363	26.25937	26.09009	26.12404	25.26363	25.39571
WP_003515789.1	26.81064	26.43571	27.19681	26.9915	26.09935	27.04671	27.02503	26.92287	26.68287	27.19879	26.51072	25.99484
WP_003516513.1	26.33569	26.13674	26.45433	26.62182	26.03347	26.10439	26.77485	26.589	25.68625	26.34305	25.74241	26.32159
WP_003516352.1	28.58348	28.40129	28.84712	28.10388	27.76546	27.90113	27.98291	27.82693	28.35499	28.24539	28.78353	29.01798
WP_003516374.1	26.74396	26.70447	27.28577	26.70697	26.93678	26.91058	27.52017	26.83996	22.11313	26.76646	26.58909	26.84951
WP_003512106.1	24.42255	22.24135	23.58612	23.30557	23.23116	23.17425	24.21359	23.4102	20.36005	23.39442	21.9213	22.87419
WP_003516515.1	25.90555	26.296	25.88175	25.40994	26.08732	26.01129	26.51499	25.58889	25.06168	26.00085	26.23195	26.03287
WP_003517994.1	28.13322	26.89624	27.4651	26.81697	26.91735	27.68521	26.6797	27.46074	27.72101	27.44683	27.09916	28.49024
WP_003518885.1	26.10095	25.32736	25.23804	26.8877	25.56042	25.09153	25.24861	26.80816	25.71995	25.22135	24.0799	25.09236
WP_003515698.1	26.57183	26.59396	25.9406	26.66973	26.75382	25.55519	26.29314	25.9233	24.88385	25.08094	26.74974	26.14517
WP_003516243.1	25.57967	24.81256	24.62987	25.35496	25.12285	25.5334	25.48566	24.77208	24.13199	24.26774	19.11826	24.0423
WP_003517719.1	23.85915	24.49733	24.26947	24.79616	24.37247	25.03792	23.64904	23.29262	19.15398	24.36451	23.49171	23.14194
WP_003513578.1	27.70275	27.73779	28.01501	27.33644	28.10037	27.52599	26.94706	27.95303	19.20924	26.44744	27.19922	28.22377
WP_003513182.1	26.86104	27.52804	26.67081	26.8616	27.09425	26.85474	26.77819	27.31025	27.40724	26.97698	26.84699	27.00492
WP_003517791.1	24.65487	24.29254	24.91078	24.14715	24.55621	24.25951	23.6414	23.97073	24.34901	24.37438	23.09486	24.62205
WP_014522590.1	19.69758	20.25113	19.9098	19.83367	25.45329	18.99844	18.94594	24.74449	19.95432	25.14579	19.3923	23.91462
WP_003519168.1	26.62566	26.48931	26.72223	26.69712	25.40473	26.27566	25.88387	25.9979	25.96406	26.05959	25.69092	26.23228
WP_003513964.1	32.02499	31.8364	31.59119	31.41275	30.33236	31.42823	31.80907	31.64334	31.75396	32.11148	32.14257	31.95706
WP_003517198.1	29.68226	29.53778	29.41105	29.73782	28.99541	28.65173	29.81664	29.03861	28.1337	30.4794	28.85479	29.30865
WP_003518631.1	28.16992	27.8814	27.84515	28.11196	28.02699	27.4271	27.75042	27.8777	27.33368	27.76043	27.30312	27.64884
WP_003513825.1	29.4556	29.11534	29.06277	28.5797	28.7514	28.96784	29.19876	29.25416	29.52154	29.61695	29.10249	28.95795
WP_003518355.1	24.58503	24.4984	24.11305	24.58505	24.90913	24.52671	24.98543	25.45123	25.16196	24.99874	24.01277	24.20016
WP_003512132.1	20.11616	23.62792	24.19136	23.06901	20.45107	20.70347	22.59305	23.76683	20.57154	21.02848	20.17808	25.58794
WP_037294696.1	25.6266	26.12785	27.10365	26.62526	25.68941	26.01545	26.09081	26.13954	25.82951	26.56929	26.06772	25.30201
WP_003512202.1	25.39299	18.98736	23.42832	24.33267	25.46889	23.46345	19.05203	25.47568	20.03393	25.27953	18.93379	26.13527
WP_003514117.1	25.57093	25.57069	26.07101	26.21155	25.97365	25.4706	25.24655	24.90642	25.2072	24.99268	24.2781	26.11706
WP_003518642.1	27.39248	27.23518	27.58576	27.65585	27.63519	27.72381	27.28349	27.77166	26.54501	27.05355	27.40765	27.85191
WP_003515752.1	18.6499	20.4784	19.943	20.19385	19.85232	24.01862	23.93433	24.14325	23.6715	23.55939	18.9908	19.32471
WP_003512662.1	26.15341	25.56912	25.27958	19.6584	19.09697	19.95264	18.94382	24.46166	20.32109	25.09838	19.75949	18.57837
WP_003511902.1	19.40135	19.68372	20.29689	20.32523	19.40983	20.98488	20.91965	20.34586	20.53147	19.8482	22.73636	22.51002
WP_003518396.1	21.7158	23.27933	22.86658	22.29628	23.5772	23.84581	22.51741	22.72581	20.5569	21.42889	21.22394	22.95426
WP_003512660.1	28.61965	27.92121	27.82629	28.50625	28.57244	28.31379	28.22332	28.95632	27.74328	28.92763	28.74552	28.66274
WP_003517011.1	25.18257	26.34398	26.3221	25.16229	26.50582	24.4904	25.46769	26.03886	23.50557	28.12344	26.02621	19.3375
WP_003516241.1	28.25868	28.36577	27.97005	28.09182	28.51789	28.19123	28.09819	28.82593	28.36471	27.81777	28.00015	28.95573
WP_003515342.1	18.87624	19.61166	19.77078	20.51583	21.59997	19.05994	19.254	18.47468	19.67363	20.90529	20.39627	19.82891
WP_003514656.1	30.87852	30.96809	31.09279	29.48041	30.71993	30.63017	30.56345	31.13579	30.44774	30.30262	30.81556	31.61901
WP_003511947.1	19.33489	20.16009	20.42598	18.13838	22.98283	20.35272	19.72444	22.05935	19.77083	19.78248	19.84163	22.43074
ADU73149.1	23.96593	24.29553	24.4318	24.76892	24.24845	24.14845	25.07397	24.07639	24.45802	24.33156	23.74763	24.88095
WP_003516246.1	25.96942	25.98422	26.23124	25.69578	26.20358	26.5818	25.7273	26.21277	26.77768	26.56581	26.72662	26.12213
WP_003512057.1	23.17609	24.52498	26.83046	24.56413	23.49488	24.69998	27.06615	23.58511	25.31561	24.24647	20.13789	24.36161
WP_003519284.1	19.45146	20.24331	21.07842	22.2654	22.56619	19.11088	19.97642	20.04845	18.63476	19.18378	20.35493	19.09163
WP_003517537.1	27.01308	27.57738	27.19624	27.24776	26.84009	26.86863	27.07929	27.23944	26.87186	27.68141	26.88269	27.59592
WP_003518361.1	23.57258	23.62765	23.32359	24.34595	24.1403	25.36107	24.86657	24.14113	23.83444	24.19761	19.4699	24.09039
WP_003518730.1	18.79188	20.70704	20.61327	20.55048	21.99099	20.57604	19.61789	20.66385	19.93816	20.86504	19.57018	18.35998
WP_003513455.1	18.82404	20.87331	18.27728	21.40569	20.34996	19.79515	21.71684	20.6297	19.5314	21.08549	18.39811	22.21393
WP_003514207.1	33.71958	33.80236	31.4493	33.80585	31.72911	33.26927	34.15852	33.77797	32.48032	33.3263	33.42963	34.37033
WP_003516251.1	25.89822	25.4805	26.07379	25.90232	25.7684	25.90654	25.36507	26.07358	25.03228	25.8795	24.8011	25.03361
WP_003519286.1	24.38824	23.90193	24.44852	24.43032	24.31455	24.6758	26.31099	24.86324	24.88278	24.92343	23.71996	26.47096
WP_003516249.1	26.71075	26.68949	26.92472	27.02412	26.70203	26.91863	27.03676	27.24213	26.42575	26.40679	25.79681	26.16383
WP_003516525.1	29.70914	30.14277	30.16275	30.12664	30.59158	30.15483	30.04884	29.71244	29.72673	30.15251	28.72632	29.99269
WP_003516913.1	25.42638	25.82725	25.7366	25.16669	26.07275	24.68158	24.87332	20.41533	25.61745	24.43099	25.71053	19.81451
WP_003517512.1	23.90469	24.6433	25.33397	24.0438	23.91745	24.02455	23.55691	19.81774	20.52298	22.82631	19.74282	24.39804
WP_003513222.1	27.75513	27.81355	28.50379	27.73958	26.818	27.73943	26.3665	27.59441	24.65558	27.42247	25.36708	26.53257
WP_003512864.1	27.82034	26.70058	27.25071	26.72593	26.50018	24.23728	23.52009	26.51601	26.54009	24.31031	24.82292	25.91887
WP_003514987.1	24.76418	24.20971	24.03358	25.03483	24.73655	25.05351	25.26628	23.86935	25.09975	25.03481	24.69574	23.18115
WP_003513015.1	21.64684	22.25736	21.63079	23.84782	23.00345	22.4146	21.99398	23.00509	22.56564	24.75594	22.06629	21.00345
WP_003519058.1	30.6408	30.87723	30.25548	29.57676	29.21139	29.94029	28.95854	28.77713	27.31327	31.08831	30.73365	30.59299
WP_003516259.1	29.26091	29.05871	29.25327	29.02211	29.09379	28.71667	28.79255	29.35049	29.29487	28.80621	29.15431	29.01968
WP_003512034.1	28.97581	28.9172	29.00631	28.04675	28.1025	27.52686	28.94568	28.77287	28.93011	29.05462	29.11543	30.08209
WP_003517539.1	24.98284	25.61674	25.89617	26.54586	26.00565	25.58069	26.26829	26.26394	26.13805	26.19394	24.9678	25.90659
WP_003511751.1	21.55084	21.5587	21.55583	21.67514	19.59807	19.72435	20.99573	19.49286	20.07213	19.91156	19.32317	19.43497
WP_003515787.1	20.57094	24.75494	20.6473	25.14683	25.08645	25.90657	25.11994	25.48279	24.05201	21.97932	20.34617	25.47615
WP_003514215.1	26.15319	25.81043	26.05145	25.53022	26.08012	26.42114	26.20254	26.07225	25.48843	25.45635	26.10638	25.9198
WP_003512814.1	19.80167	22.57244	22.46663	19.87542	19.16143	20.26325	19.24094	19.78024	20.02699	19.88394	19.88104	22.44808
WP_003516416.1	26.13293	26.41657	24.86172	26.48011	25.13608	25.1873	26.60292	26.34358	26.31503	25.78068	24.92782	24.5437
WP_003517040.1	27.048	27.10453	27.18484	27.15117	26.99039	26.68551	26.44944	26.79925	26.28018	26.908	26.69239	26.9511
WP_003512197.1	25.60146	24.44575	25.45362	25.24118	25.66137	25.26173	24.53841	24.92845	24.31019	24.25115	23.88412	25.04632
WP_003511951.1	20.85926	20.91095	21.2298	20.46242	19.26432	20.34503	20.04128	19.88043	20.73429	20.69857	19.83447	20.78741
WP_003517062.1	20.66316	18.52666	24.7111	23.38592	23.28762	22.7419	21.83214	23.29798	22.78837	22.84241	18.85435	22.68435
WP_003514230.1	24.03728	25.60418	25.42878	23.97858	25.71862	25.79662	25.00102	24.88442	25.7569	24.53782	25.07543	25.26349
WP_003512816.1	18.88706	19.62738	20.56078	18.95586	19.15937	20.80071	20.35324	19.42651	19.07699	19.1276	18.72108	20.41305
WP_003513419.1	24.34502	24.27207	24.81535	24.77696	23.87848	25.47361	24.27612	24.35153	23.81177	24.66563	22.4931	23.58088
WP_003516905.1	24.46229	24.12382	23.90677	24.19987	21.0757	20.96409	24.94511	24.7072	24.54194	24.07098	20.11828	25.12397
WP_003517060.1	23.97208	25.10751	24.72675	25.47221	24.38519	24.01617	24.67707	24.95218	23.44286	22.95473	19.13531	24.58817
WP_003512781.1	24.86022	24.62762	24.94043	25.17096	24.63186	25.29324	25.1976	24.56442	18.9478	19.26762	19.04767	25.34204
WP_003516470.1	23.92087	23.64909	27.14034	24.80877	24.99663	24.03764	25.80055	23.97478	25.44964	25.37293	23.34222	24.56408
WP_003519383.1	26.35056	26.00287	25.98505	26.1643	26.26756	25.53736	26.20532	26.7083	26.17877	25.79111	26.21296	26.56773
WP_003519292.1	24.25938	24.3809	24.19563	24.57862	24.69849	25.24607	25.12845	24.88454	25.43508	25.32238	23.93511	24.18464
WP_003517986.1	25.5804	25.09827	25.04806	25.25589	25.22663	25.88912	25.85978	26.76391	19.34931	26.01022	25.63095	25.26955
WP_003519385.1	28.48361	27.86817	27.925	26.15334	27.53714	28.41096	27.6563	28.02817	27.42636	27.83611	27.01312	27.61482
WP_003513007.1	26.61134	25.67297	26.7399	26.54981	26.74867	26.19186	26.13811	26.86828	26.68471	26.78289	26.14304	26.71696
WP_003513529.1	25.1105	25.27162	25.53637	25.70459	25.95281	26.73472	26.93027	26.79967	27.10035	26.6572	26.19581	26.14445
WP_037295047.1	30.16065	29.70868	29.92557	30.07545	30.09158	29.63715	29.56367	28.9966	28.73515	28.7079	28.36358	29.62238
WP_003516462.1	28.55643	28.6591	28.09476	28.47371	28.39159	28.36568	28.34396	28.52551	27.94242	28.483	27.84092	27.83238
WP_003513001.1	24.41176	23.26133	19.0805	23.46239	23.94909	21.00107	18.09221	24.18113	23.39672	20.2743	20.33331	23.23145
WP_003517483.1	26.26914	25.39318	26.75733	26.63726	26.32648	26.8639	26.49247	26.69216	26.20927	26.48824	25.71201	26.16568
WP_003513023.1	23.91913	25.95451	24.95506	25.6589	25.93585	25.77872	25.59992	25.15186	25.26694	26.48868	25.77048	25.75656
WP_003516640.1	20.21157	19.14158	22.51922	19.78618	23.6009	18.65818	20.43862	19.09978	24.82854	19.61073	21.24295	19.40797
WP_003517314.1	18.93925	19.52745	19.89633	18.37262	19.46021	25.05149	20.32205	20.63331	19.26437	19.80648	19.20929	18.95298
WP_003513220.1	25.19802	26.30369	26.42035	26.46074	27.3232	24.74342	26.29542	25.98135	20.51051	27.3224	25.69043	25.51323
WP_003513114.1	20.44038	24.03493	24.44467	24.11425	19.91649	19.7398	19.84239	18.61183	21.39221	21.12722	19.47748	18.70855
WP_003516112.1	25.12048	24.85682	26.54725	26.26885	27.39763	27.13601	26.60921	26.75702	26.57576	26.95555	26.8847	26.67181
WP_003515480.1	22.98321	20.33637	18.50743	23.13461	20.16088	19.26243	20.1028	20.61602	19.42102	19.36941	18.53886	20.28927
ADU74294.1	19.64032	19.97768	20.41835	20.31746	19.81314	19.64159	19.01338	19.65483	19.68097	19.47494	20.80951	19.26283
WP_003517897.1	24.08918	19.1519	18.44125	18.30526	23.89013	20.43647	19.5839	24.06596	23.43159	19.77634	20.42584	23.94656
WP_003517972.1	26.28084	26.80509	26.69533	26.54662	26.27231	27.02559	26.77799	26.20427	27.07483	27.1101	25.82336	26.25577
WP_003513306.1	28.08622	28.34455	27.96462	28.45634	28.37141	28.62481	28.19868	27.7917	27.77309	27.64348	27.11504	27.7803
WP_003519304.1	19.56778	20.01893	21.1099	20.09379	19.44754	20.08401	20.648	19.01448	18.77118	21.38062	19.72765	20.12143
WP_003517116.1	23.17981	19.5443	20.19859	23.21063	20.22378	19.27257	19.62963	19.76657	20.97208	22.1582	20.33422	18.30473
WP_003513572.1	26.28441	25.27519	25.3106	26.16477	25.66722	26.90125	25.87943	25.67627	24.90231	25.35654	25.30951	24.8468
WP_003515322.1	20.11991	19.59955	22.68094	19.12981	22.46204	22.13007	21.79387	21.31968	21.77278	21.20028	18.62971	19.85426
ADU74599.1	27.1732	27.89516	28.07067	28.35031	28.12798	27.26649	26.89495	28.26933	27.97725	27.96589	27.03476	27.65779
WP_003513547.1	27.42149	27.57123	28.02665	27.47838	27.7487	27.25101	27.74802	27.83747	26.26154	27.2751	26.97558	27.42276
WP_003515928.1	26.74619	26.90438	26.46475	26.60317	26.16162	26.61406	26.40379	27.00961	26.90592	26.70351	26.12604	26.8886
WP_003516759.1	20.36389	20.92459	20.97239	21.29869	20.82759	20.73811	21.80012	20.16475	20.6002	20.93478	19.24224	21.34989
WP_003514228.1	20.2037	22.3127	19.25142	22.09995	20.52635	23.48038	22.87481	19.67633	19.92345	20.02944	19.40414	20.66176
WP_003515309.1	24.49096	20.11128	23.72516	20.08385	24.29534	20.12455	23.39904	22.9335	25.11518	23.3716	20.35782	19.21295
WP_003516777.1	25.5081	25.80111	25.17103	25.14442	25.66191	25.85761	25.87378	25.41814	25.26841	24.78186	23.28405	25.58867
WP_003514219.1	21.13637	20.64152	20.18881	21.26484	18.3334	20.80401	19.81752	21.22793	20.51139	20.31646	20.80566	18.21737
WP_003517988.1	27.62804	27.81687	28.14844	27.99967	27.98871	27.98054	27.61935	27.83888	28.174	27.95896	27.60823	28.17685
WP_003513128.1	30.22692	29.94952	29.81652	30.23592	30.02963	28.76683	29.9299	30.1947	28.65737	30.63795	29.9428	30.17367
ADU73379.1	25.66986	27.10818	24.96188	28.03932	27.39657	28.33508	28.09058	28.20542	28.46074	27.69661	24.46663	28.29499
WP_003518865.1	24.22392	23.63687	27.17478	24.16499	30.02793	26.25494	29.09372	28.65132	30.30643	28.56703	29.57515	29.39226
WP_003514026.1	20.67056	19.25343	21.34921	19.56199	23.76368	24.01996	23.60915	23.59882	18.85925	23.57151	19.28976	18.00009
WP_003513159.1	20.83796	19.76275	19.67605	21.78653	20.60915	19.65816	19.85121	26.28839	25.98112	24.50037	18.67688	19.35108
WP_003517590.1	20.87585	20.58191	21.86179	20.30611	20.4961	19.71244	20.21038	20.09406	19.45295	20.34987	20.55036	19.94599
WP_003513619.1	25.46301	25.34421	26.27257	25.55225	26.0224	26.30493	25.95763	25.33027	25.21307	24.99507	24.20975	25.05646
WP_003516440.1	26.21238	26.81571	27.34754	26.70682	26.62174	26.18686	26.69367	26.65173	25.30429	25.93946	26.18122	25.62819
WP_003518575.1	27.8179	28.1693	27.54152	27.40989	27.5666	27.26275	27.17495	27.34118	26.42606	27.22523	26.27941	27.17751
WP_003512712.1	26.94768	26.9392	27.55302	26.82965	24.72785	26.64379	27.11052	25.74989	25.50275	26.80623	26.27259	25.07034
WP_003515653.1	27.4782	28.0946	28.27964	27.79314	28.21849	28.26321	27.57143	27.93449	27.47713	28.06971	27.94677	27.98559
WP_003515675.1	26.56598	26.73071	27.12195	27.36656	27.55282	27.46059	27.07502	26.93149	27.43926	27.65487	25.91001	26.68352
WP_003518869.1	25.99471	25.93003	20.4072	25.8959	20.03088	20.21529	19.67642	26.02446	19.60988	19.43954	25.87193	25.6508
WP_003521203.1	23.95352	22.29375	24.46634	24.27281	24.10406	24.33483	23.30522	24.48703	23.45342	25.64891	24.43418	24.10913
WP_003512710.1	24.76158	24.6167	25.93629	24.87985	24.4293	23.87005	26.56192	26.11741	26.73296	26.01206	24.06195	23.44735
WP_003514691.1	22.60395	19.40059	20.9972	23.50931	20.28345	24.11791	21.21537	21.10959	20.53427	19.76661	18.84692	21.82191
WP_003512963.1	25.73978	25.99705	26.34035	25.87582	26.52709	26.0409	26.53983	26.98617	25.96404	26.48115	26.75228	26.75044
WP_003515677.1	18.47544	20.12342	18.99471	20.90658	19.22684	24.76571	24.54812	20.03093	20.96835	20.70386	18.30362	18.70661
WP_003516418.1	25.05394	24.61662	23.69814	24.62742	23.32769	24.29023	24.50771	24.0822	19.49902	24.28932	24.0948	25.26108
WP_003517167.1	19.5836	20.09406	20.73309	18.86855	23.83485	23.82343	24.12506	21.98086	22.866	19.68664	23.42589	23.17399
WP_003517312.1	24.09142	25.43884	20.5953	20.63778	23.3715	20.73632	20.34139	19.45576	18.90496	19.81466	19.79961	19.66269
WP_003517507.1	26.60234	29.13674	24.18015	25.84884	25.87113	25.10435	25.41648	27.44561	30.42122	25.83481	30.37368	29.78718
WP_003519477.1	30.96502	30.96109	30.5197	30.99745	30.5041	30.85535	30.96629	31.0308	30.10116	30.55961	30.98845	30.32246
WP_003517750.1	26.28426	26.6989	26.97695	26.80749	26.74508	26.43858	26.76605	26.62828	25.30303	26.687	25.72841	26.49649
WP_003513566.1	27.56184	27.35326	26.97483	28.12677	26.96163	27.94238	27.39772	28.1605	26.94546	27.92309	28.0323	26.85153
WP_003518671.1	25.00762	24.53739	24.21235	24.01569	23.32038	23.84878	24.05904	24.39567	20.72089	24.52522	23.63714	24.21483
WP_003519056.1	28.88716	28.98902	28.89155	29.00874	28.95518	29.13931	28.85135	28.57142	28.53164	29.01845	28.53829	28.98899
WP_003517165.1	30.32662	30.34769	30.10482	29.92066	30.03977	30.00359	30.41818	30.33911	29.32045	30.48755	30.44392	31.09777
WP_003518669.1	27.43576	27.46182	27.49716	27.72294	27.85077	27.92609	27.75444	27.35257	27.82513	27.2775	27.82546	27.53972
WP_003516448.1	27.53302	26.64846	27.36503	27.09438	27.26431	26.62004	26.54039	26.99352	26.59789	27.28167	26.53796	27.05306
ADU75731.1	24.59209	25.20813	25.38622	25.11734	25.59401	25.17892	25.27926	25.84469	24.359	23.47227	22.70996	23.92656
WP_003514556.1	24.20975	22.43484	24.15974	23.50788	22.71204	23.89734	22.22978	24.07425	22.70295	23.94726	25.13409	22.62248
WP_003517163.1	26.16855	26.07487	25.6531	26.52876	24.86312	27.1419	24.69228	25.47884	26.84762	26.40668	26.45271	26.93589
WP_003515317.1	19.09452	24.5971	20.54205	20.49755	19.78017	19.37234	20.53146	21.28271	19.06978	25.40513	18.1974	25.54048
