ProteinID	GO
WP_003515873.1	GO:0016779,GO:0006281,GO:0019932,GO:0003677,GO:0005524
WP_003515877.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0003677,GO:0005622,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0006351,GO:0044424,GO:0003899,GO:0006412
WP_003515879.1	GO:1990904,GO:0044249,GO:0071944,GO:0003674,GO:0044237,GO:0034645,GO:0044267,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0005623,GO:0043170,GO:0005575,GO:0003723,GO:0006412
WP_003515883.1	GO:0016310,GO:0016301,
WP_003515892.1	GO:0016787,GO:0016810,
WP_003515894.1	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0016740,GO:0044424,GO:0002949
WP_003515896.1	GO:0004175,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0072521,GO:0034660,GO:0008233,GO:0005622,GO:0002949,GO:0046085,GO:0008237,GO:0005737,GO:0006139,GO:0044710,GO:0005623,GO:0044260,GO:0006399,GO:0042278,GO:0071704,GO:0010467,GO:1901360,GO:0006400,GO:0006508,GO:0044281,GO:0042802,GO:0016787,GO:0008033,GO:0005515,GO:0009987,GO:0006725,GO:0004222,GO:0003824,GO:0043412,GO:0008150,GO:0009116,GO:0008152,GO:0009119,GO:0046128,GO:0055086,GO:0046483,GO:0016070,GO:0044238,GO:1901564,GO:0019538,GO:1901135,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:1901657,GO:0070011,GO:0034470,GO:0044424,GO:0070526,GO:0006396,GO:0070525
WP_003515898.1	GO:0005737,GO:0005840,GO:0008080,GO:0016021,GO:0044464,GO:0006474,GO:0005623,GO:0005622,GO:0005575,GO:0016407,GO:0044424,GO:0006508,GO:0008233
WP_003515900.1	GO:0004176,GO:0004252,GO:0003824,GO:0030163,GO:0005515,GO:0006508,GO:0005524
WP_003515902.1	GO:0016021
WP_003515904.1	GO:0016209,GO:0098869,GO:0005506,GO:0046872,GO:0055114,GO:0016491
WP_003515910.1	GO:0005506,GO:0051536,GO:0016226
WP_003515915.1	GO:0019202,GO:0006520,GO:0016310,GO:0009064,GO:0019752,GO:0044249,GO:0006807,GO:0003674,GO:0005488,GO:0044283,GO:0005622,GO:1901362,GO:1901360,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0004349,GO:0006561,GO:0006560,GO:0000287,GO:0043167,GO:0071704,GO:0016740,GO:0046872,GO:1901605,GO:1901607,GO:0018130,GO:0006793,GO:0009987,GO:0043169,GO:0016301,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0008652,GO:0046483,GO:0044238,GO:1901564,GO:0006082,GO:1901566,GO:0046394,GO:0016772,GO:0044464,GO:0016053,GO:0005623,GO:0016774,GO:0005575,GO:0006796,GO:0005524,GO:0003723,GO:0044424,GO:0009084,GO:0044237,GO:0044281
WP_003515917.1	GO:0005215,GO:0006810,GO:0015562,GO:0055085
WP_003515919.1	GO:0005215,GO:0006810,GO:0015562,GO:0055085
WP_003515921.1	GO:0016820,GO:0015562,GO:0008559,GO:0046677,GO:0005524,GO:0005887,GO:1990961,GO:0016887
WP_003515923.1	GO:0006810,GO:0005215,GO:0016020,GO:0022857,GO:0071944,GO:0055085
WP_003515926.1	GO:0016787,GO:0016021,GO:0016020,GO:0005886,GO:0005524
WP_003515928.1	GO:0005737,GO:0016787,GO:0008658,GO:0140096,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0071555,GO:0016740,GO:0008360,GO:0046677,GO:0071944,GO:0009252,GO:0005886,GO:0044424,GO:0006508,GO:0005576
WP_003515930.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886
WP_003515939.1	GO:0008150,GO:0016021,GO:0009405,GO:0051704
WP_003515942.1	GO:0006508,GO:0008233,
WP_003515945.1	GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0006826,GO:0044281,GO:0009161,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0016021,GO:0016020,GO:0009199,GO:0046483,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0034641,GO:0006163,GO:0019439,GO:0015405,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0016817,GO:0006807,GO:0003674,GO:0016887,GO:0006195,GO:0046700,GO:1901575,GO:0017111,GO:0042623,GO:0006200,GO:0015399,GO:0019637,GO:1901361,GO:0022804,GO:0016787,GO:0006810,GO:0009158,GO:0006812,GO:0006811,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0008150,GO:0008152,GO:0034655,GO:0051234,GO:0044270,GO:0043492,GO:0016462,GO:1901292,GO:0009117,GO:0006753,GO:0000041,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0006139,GO:0016820,GO:0042278,GO:0005215,GO:0009987,GO:0006725,GO:0030001,GO:0055085,GO:0055086,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0071944,GO:0044237,GO:0072521,GO:0072523,GO:0022857,GO:0071704,GO:0006152,GO:0042626,GO:0044765,GO:0044763,GO:0009116,GO:0005886,GO:0009119,GO:0009056,GO:0051179,GO:0044238,GO:0019693,GO:0005575,GO:1901657,GO:0006796,GO:0006793,GO:1901658
WP_003515952.1	GO:0016887,GO:0005524
WP_003515954.1	GO:0008152,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0034660,GO:0008169,GO:0008168,GO:0140101,GO:1901360,GO:0006139,GO:0008649,GO:0044260,GO:0046483,GO:0070041,GO:0010467,GO:0016436,GO:0071704,GO:0016740,GO:0016741,GO:0071840,GO:0022613,GO:0070475,GO:0032259,GO:0006364,GO:0034470,GO:0008757,GO:0009987,GO:0006725,GO:0042254,GO:0043412,GO:0043414,GO:0008173,GO:0031167,GO:0001510,GO:0051540,GO:0016070,GO:0044238,GO:0016072,GO:0051539,GO:0003824,GO:0000154,GO:0051536,GO:0044237,GO:0043170,GO:0006399,GO:0044085,GO:0003723,GO:0008150,GO:0006396
WP_003515959.1	GO:0016021
WP_003515979.1	GO:0016787,GO:0017001,GO:0008270,
WP_003515981.1	GO:0080090,GO:0019222,GO:0010039,GO:0060089,GO:0007165,GO:0010041,GO:1901362,GO:1901363,GO:1901360,GO:0051716,GO:0010604,GO:0000160,GO:0048518,GO:0051704,GO:0044212,GO:0060255,GO:0001067,GO:0010038,GO:2001141,GO:0010035,GO:0046483,GO:0044700,GO:0048874,GO:0048872,GO:0000156,GO:0044424,GO:0019438,GO:0009893,GO:0009372,GO:0006807,GO:0003674,GO:0005488,GO:0003676,GO:0003677,GO:0035556,GO:0005622,GO:0050789,GO:1901576,GO:0044260,GO:0065007,GO:0065008,GO:0018130,GO:0043565,GO:0006817,GO:0009889,GO:0050794,GO:0008150,GO:0008152,GO:0034654,GO:0016070,GO:0044271,GO:0097159,GO:0050896,GO:0006355,GO:0010556,GO:0000976,GO:0006351,GO:0000975,GO:0032774,GO:0044249,GO:0034641,GO:0023052,GO:0034645,GO:0007154,GO:0044699,GO:0005737,GO:0006139,GO:0009987,GO:0006725,GO:0044764,GO:0090304,GO:0051252,GO:0044464,GO:0005623,GO:0043170,GO:0010628,GO:0031326,GO:0031323,GO:0042592,GO:0004871,GO:2000112,GO:0071704,GO:0010467,GO:0010468,GO:0019219,GO:0009058,GO:0009059,GO:0044763,GO:0051171,GO:0001047,GO:0001046,GO:0042221,GO:0044238,GO:0032991,GO:0032993,GO:0044237,GO:0005575
WP_003515983.1	GO:0018106,GO:0043565,GO:0003700,GO:0000160,GO:0016021,GO:0016310,GO:0004721,GO:0006355,GO:0006470,GO:0023014,GO:0004673,GO:0000155,GO:0016772,GO:0140299,GO:0005524,GO:0007165
WP_003515985.1	GO:0016021,GO:0016020
WP_003515987.1	GO:0016021,GO:0016887,GO:0005524
WP_003515989.1	GO:0003700,GO:0006355,GO:0003677
WP_003515992.1	GO:0004518,GO:0016788,GO:0090305,GO:0003676
WP_003515996.1	GO:0004519,GO:0003676,GO:0090305
WP_003516001.1	GO:0006306,GO:0008170,GO:0009007,GO:0003677
WP_003516003.1	GO:0006306,GO:0008170,GO:0003676,GO:0003677,GO:0008168,GO:0032259
WP_003516013.1	GO:0008168,GO:0032259,
WP_003516014.1	GO:0016874
WP_003516017.1	GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886,GO:0003839
WP_003516020.1	GO:0016539,GO:0004519,GO:0090305
WP_003516023.1	GO:0004252,GO:0016021,GO:0016757,GO:0006508,GO:0051301
WP_003516024.1	GO:0016021
WP_003516028.1	GO:0003887,GO:0071897
WP_003516030.1	GO:0003886,GO:0090116,
WP_003516031.1	GO:0016021,GO:0005488
WP_003516032.1	GO:0003872,GO:0061615
WP_003516053.1	GO:0051607,GO:0004527,GO:0090305,GO:0046872,GO:0051536
WP_003516055.1	GO:0090502,GO:0051607,GO:0004521,GO:0043571,GO:0046872
WP_003516071.1	GO:0005737,GO:0003676
WP_003516096.1	GO:0080090,GO:0019222,GO:0001071,GO:1901362,GO:1901360,GO:0004813,GO:0004812,GO:0010605,GO:0010608,GO:0016020,GO:0000166,GO:0048519,GO:0046872,GO:0001141,GO:0006448,GO:0060255,GO:2001141,GO:0043436,GO:0046483,GO:1901564,GO:0001130,GO:0019538,GO:0043038,GO:0043039,GO:0044424,GO:0019438,GO:0044281,GO:0006450,GO:0009892,GO:0009890,GO:0010629,GO:0006807,GO:0003674,GO:0005488,GO:0002161,GO:0034660,GO:0005622,GO:0050789,GO:0044267,GO:0044260,GO:0065007,GO:0065008,GO:0005524,GO:0018130,GO:0016787,GO:0043169,GO:0009889,GO:0044710,GO:0016788,GO:0050794,GO:0003824,GO:0001121,GO:0008150,GO:0008152,GO:0034654,GO:0016070,GO:0044271,GO:0006355,GO:0010556,GO:0006351,GO:0010558,GO:0008270,GO:0032774,GO:0001131,GO:0044249,GO:0034641,GO:0034645,GO:0005737,GO:0006139,GO:0000049,GO:0051246,GO:0043167,GO:0005509,GO:0009987,GO:0006725,GO:0052689,GO:0045892,GO:0032268,GO:0006082,GO:0051253,GO:0051252,GO:0044464,GO:0005623,GO:0043170,GO:0003676,GO:0031327,GO:0031326,GO:0031324,GO:0031323,GO:0019752,GO:0090304,GO:0001217,GO:0006520,GO:2000112,GO:2000113,GO:0071704,GO:0010467,GO:0010468,GO:0045934,GO:1901576,GO:0019219,GO:0009058,GO:0009059,GO:0051171,GO:0051172,GO:0016874,GO:0016875,GO:0016876,GO:0044238,GO:0046914,GO:0003700,GO:0044237,GO:0005575,GO:0006399,GO:0006419,GO:0006418,GO:0006417,GO:0006412,GO:0048523
WP_003516098.1	GO:0016021
WP_003516107.1	GO:0008479,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0008033,GO:0034660,GO:0005622,GO:1901360,GO:0005737,GO:0006139,GO:0044260,GO:0010467,GO:0071704,GO:0016740,GO:0016763,GO:0006400,GO:0046872,GO:0034470,GO:0009987,GO:0006725,GO:0003824,GO:0043412,GO:0008150,GO:0008152,GO:0046483,GO:0016070,GO:0044238,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006399,GO:0003723,GO:0016757,GO:0044424,GO:0006396
WP_003516110.1	GO:0004175,GO:0016021,GO:0004180,GO:0009002,GO:0006508
WP_003516112.1	GO:0016787,
WP_003516115.1	GO:0016021
WP_003516120.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886
WP_003516132.1	GO:0016779,GO:0005978,GO:0008878,GO:0009058,GO:0005524
WP_003516134.1	GO:0004177,GO:0016779,GO:0005978,GO:0008878,GO:0009058,GO:0006508,GO:0005524
WP_003516137.1	GO:2001070
WP_003516139.1	GO:0005737,GO:0044260,GO:0000154,GO:0016021,GO:0008168,GO:0140102,GO:0032259
WP_003516142.1	GO:0003700,GO:0006355,GO:0003677
WP_003516143.1	GO:0003824,GO:0003852,GO:0043714
WP_003516144.1	GO:0016787,GO:0040007,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0008150,GO:0005886
WP_003516145.1	GO:0016021,GO:0016020
WP_003516148.1	GO:0016787,GO:0005829,GO:0140096,GO:0008152,GO:0006508
WP_003516150.1	GO:0042626,GO:0016021,GO:0016887,GO:0055085,GO:0005524
WP_003516151.1	GO:0005737,GO:0043565,GO:0006355,GO:0003700,GO:0019299,GO:0003824,GO:0003677
WP_003516153.1	GO:0016787,GO:0030246,GO:0000272,GO:0004553,GO:0009279
WP_003516156.1	GO:0006810,GO:0005215,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0055085,GO:0005575,GO:0071944,GO:0003674,GO:0005886,GO:0008150,GO:0051234,GO:0051179
WP_003516157.1	GO:0016021
WP_003516161.1	GO:0009298,GO:0005975,GO:0004476,GO:0008270
WP_003516162.1	GO:0004222,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886,GO:0006508
WP_003516163.1	GO:0005737,GO:0006436,GO:0004830,GO:0016021,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0004812,GO:0006418,GO:0044424,GO:0000166,GO:0005524
WP_003516164.1	GO:0005737,GO:0016021,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006260,GO:0051301,GO:0044424,GO:0007059,GO:0007049
WP_003516166.1	GO:0016021
WP_003516173.1	GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0003674,GO:0034660,GO:0016866,GO:0001522,GO:0071840,GO:0006139,GO:0040007,GO:0044260,GO:0016829,GO:0042254,GO:0071704,GO:0010467,GO:0006364,GO:0022613,GO:0140098,GO:0034470,GO:0009987,GO:0006725,GO:0009982,GO:0003824,GO:0043412,GO:0008150,GO:0008152,GO:0016874,GO:0046483,GO:0016070,GO:0044238,GO:0016072,GO:0016853,GO:0000154,GO:0044237,GO:0043170,GO:0044085,GO:0003723,GO:1901360,GO:0006396
WP_003516175.1	GO:0005737,GO:0016021,GO:0003824,GO:0004766,GO:0005886,GO:0008295
WP_003516177.1	GO:0016813,GO:0046872,
WP_003516178.1	GO:0008168,GO:0032259,
WP_003516184.1	GO:0006633,GO:0006631,GO:0009317,GO:0019752,GO:0009063,GO:0009062,GO:0006807,GO:0003674,GO:0016421,GO:0044282,GO:0044242,GO:0044712,GO:0044710,GO:0004658,GO:0009056,GO:0006520,GO:0016042,GO:0071704,GO:0016740,GO:0006629,GO:0044238,GO:0009987,GO:1901575,GO:0032787,GO:0003824,GO:0008150,GO:0008152,GO:0072329,GO:0043436,GO:0044255,GO:0016874,GO:0044248,GO:1901564,GO:1901565,GO:0006082,GO:0046395,GO:0016054,GO:0044237,GO:0016885,GO:0044281
WP_003516188.1	GO:0015451,GO:0015081,GO:0016829,GO:0036376,GO:0005886,GO:0016021
WP_003516190.1	GO:0016829,GO:0004736,GO:0006814,GO:0003824,GO:0008270,GO:0009056,GO:0047154
WP_003516200.1	GO:0006355,GO:0097367,GO:0016310,GO:1901135,GO:0016301,GO:0003700,GO:0003677,GO:0016021
WP_003516203.1	GO:0003824,GO:0008152,
WP_003516211.1	GO:0019752,GO:0003674,GO:0044237,GO:0016866,GO:0005737,GO:0044710,GO:0071704,GO:0004106,GO:0009987,GO:0003824,GO:0008150,GO:0008152,GO:0043436,GO:0009073,GO:0043648,GO:0016853,GO:0006082,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0044424,GO:0046417,GO:0044281
WP_003516214.1	GO:0019201,GO:0019205,GO:0016310,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0003676,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0040007,GO:0046939,GO:0071704,GO:0016740,GO:0016746,GO:0019637,GO:0005524,GO:0006220,GO:0009987,GO:0016301,GO:0006725,GO:0004127,GO:0003824,GO:0008150,GO:0008152,GO:0015949,GO:0046940,GO:0055086,GO:0046483,GO:0044238,GO:0016772,GO:0044464,GO:0044237,GO:0005622,GO:0005575,GO:0006796,GO:0006793,GO:0044424,GO:0009117,GO:0006753,GO:0044281
WP_003516217.1	GO:0045017,GO:0008654,GO:0016020,GO:0022857,GO:0003841,GO:0016746,GO:0008152,GO:0055085,GO:0046473
WP_003516223.1	GO:0006596,GO:0004014,GO:0006595,GO:0042401,GO:0034641,GO:0006807,GO:0003674,GO:0008216,GO:1901576,GO:0016021,GO:0071704,GO:0009308,GO:0009309,GO:0009987,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0044271,GO:1901564,GO:1901566,GO:0006576,GO:0044106,GO:0006557,GO:0016830,GO:0016831,GO:0044237,GO:0044249,GO:0016829,GO:0008295
WP_003516225.1	GO:0009165,GO:0044281,GO:1901362,GO:1901360,GO:0044710,GO:0016020,GO:0043656,GO:0043657,GO:0016740,GO:0046872,GO:0031967,GO:0046483,GO:0018995,GO:0044217,GO:0044216,GO:0044215,GO:0019538,GO:0004550,GO:0006165,GO:0044424,GO:0019438,GO:0018130,GO:0044421,GO:0006468,GO:0006807,GO:0003674,GO:0043388,GO:0005622,GO:0009579,GO:0044267,GO:0044260,GO:0106071,GO:0019637,GO:0043024,GO:0005524,GO:0005525,GO:0016787,GO:0016301,GO:0016788,GO:0140097,GO:0003824,GO:0043412,GO:0036211,GO:0008150,GO:0008152,GO:0034654,GO:0090407,GO:0006183,GO:0044271,GO:0042542,GO:0016772,GO:0016776,GO:1901293,GO:0006753,GO:0016310,GO:0042025,GO:0044249,GO:0034641,GO:0043245,GO:0046777,GO:0005737,GO:0006139,GO:0006228,GO:0005634,GO:0046939,GO:0042802,GO:0009987,GO:0006725,GO:0006974,GO:0009132,GO:0032587,GO:0055086,GO:0050679,GO:0004518,GO:0044464,GO:0005623,GO:0043170,GO:0019205,GO:0090304,GO:0090305,GO:0071944,GO:0009734,GO:0071704,GO:0006241,GO:0033648,GO:0009585,GO:1901576,GO:0033643,GO:0033646,GO:0033647,GO:0006464,GO:0009058,GO:0009117,GO:0005886,GO:0015949,GO:0044238,GO:0044237,GO:0005575,GO:0070013,GO:0006796,GO:0005576,GO:0006793,GO:0006259
WP_003516227.1	GO:0008757,GO:0008213,GO:0051998,GO:0032259
WP_003516233.1	GO:0003677
WP_003516235.1	GO:0005737,GO:0051537,GO:0008483,GO:0031071,GO:0006520,GO:0003824,GO:0030170,GO:0044571,GO:0046872
WP_003516238.1	GO:0005506,GO:0051536,GO:0016226
WP_003516239.1	GO:0005737,GO:0000049,GO:0008033,GO:0016783,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006400,GO:0016740,GO:0044424,GO:0008168,GO:0032259,GO:0005524
WP_003516241.1	GO:0006437,GO:0006520,GO:0019752,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0034645,GO:0034660,GO:0004831,GO:0005622,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0004812,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0043038,GO:0000166,GO:0071704,GO:0010467,GO:0043039,GO:0005524,GO:0044267,GO:0009987,GO:0006725,GO:0030312,GO:0003824,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0043436,GO:0016874,GO:0016875,GO:0016876,GO:0046483,GO:0016070,GO:0044238,GO:1901564,GO:0006082,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006399,GO:0044444,GO:0071944,GO:0003723,GO:0006418,GO:0044424,GO:1901576,GO:0006412,GO:0044281
WP_003516243.1	GO:0003824,GO:0016311,GO:0004519,GO:0004401,GO:0090305,GO:0000105
WP_003516246.1	GO:0000160,
WP_003516249.1	GO:0004177,GO:0008270,GO:0003677,GO:0006508,GO:0008237
WP_003516250.1	GO:0016021
WP_003516251.1	GO:0006310,GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0015074,GO:0003677,GO:0044424
WP_003516254.1	GO:0000272,GO:0008810,GO:0004553
WP_003516256.1	GO:0016021,GO:0051301
WP_003516257.1	GO:0005737,GO:0009423,GO:0016310,GO:0000287,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0005524,GO:0004765,GO:0004764,GO:0044424,GO:0019632,GO:0055114,GO:0009073
WP_003516259.1	GO:0019752,GO:0044249,GO:0003674,GO:0044281,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:0016829,GO:0071704,GO:0004107,GO:0009423,GO:0009987,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0009073,GO:0043648,GO:0016838,GO:0006082,GO:0046394,GO:0016835,GO:0016053,GO:0044237,GO:0046417,GO:0043650
WP_003516260.1	GO:0035438
WP_003516261.1	GO:0016021
WP_003516262.1	GO:0044464,GO:0030246,GO:0005623,GO:0030312,GO:0005575,GO:0071944,GO:0030115,GO:0000272
WP_003516264.1	GO:0006633,GO:0019878,,GO:0008897,GO:0000287
WP_003516266.1	GO:0005737,GO:0046872,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0030001,GO:0006801,GO:0006825,GO:0044424,GO:0005507
WP_003516269.1	GO:0016021
WP_003516271.1	GO:0003700,GO:0006355,GO:0003677
WP_003516273.1	GO:0004018,GO:0070626,GO:0044208,GO:0005618,GO:0016020,GO:0044464,GO:0009152,GO:0005623,GO:0030312,GO:0005575,GO:0003824,GO:0071944,GO:0006189,GO:0005886
WP_003516276.1	GO:0042908,GO:0006855,GO:0016021,GO:0016020,GO:0015297,GO:0015238,GO:0042910,GO:0055085
WP_003516277.1	GO:0006508,GO:0008236
WP_003516278.1	GO:0030248,GO:0005975,GO:0008810,GO:0016021,GO:0030246,GO:0030245,GO:0000272,GO:0003824,GO:0004553,GO:0046872,GO:0042802
WP_003516279.1	GO:0004386
WP_003516280.1	GO:0015846,GO:0016021,GO:0019808,GO:0042597,GO:0005886,GO:0055085
WP_003516281.1	GO:0019808,GO:0006591,GO:0015846,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0042597,GO:0005886,GO:0004585,GO:0055085
WP_003516282.1	GO:0016021,GO:0016020,GO:0005575,GO:0005886,GO:0055085
WP_003516284.1	GO:0043190,GO:0016820,GO:0015846,GO:0015847,GO:0005215,GO:0006810,GO:0044464,GO:0015594,GO:0015595,GO:0005575,GO:1903711,GO:0071944,GO:0005623,GO:0016887,GO:0005886,GO:0015417,GO:0016020,GO:0005524
WP_003516286.1	GO:0043565,GO:0003677
WP_003516296.1	GO:0005737,GO:0008483,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0003824,GO:0009058,GO:0030170,GO:0044424
WP_003516298.1	GO:0016805,GO:0008239,GO:0070573,GO:0006508,GO:0008235
WP_003516299.1	GO:0006508,GO:0046872,GO:0008237,GO:0003677
WP_003516301.1	GO:0004518,GO:0090305,GO:0003676,
WP_003516302.1	GO:0009306,GO:0016020,GO:0031514,GO:0071944,GO:0044780
WP_003516306.1	GO:0044238,GO:0034645,GO:0033567,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0003676,GO:0006259,GO:0005622,GO:1901360,GO:1901361,GO:0005737,GO:0006139,GO:1901575,GO:0044265,GO:0044260,GO:0016021,GO:0004540,GO:0004521,GO:0004523,GO:0071704,GO:0006260,GO:0006261,GO:0006401,GO:0022616,GO:0016787,GO:1901576,GO:0009987,GO:0006725,GO:0030145,GO:0016788,GO:0046700,GO:0019439,GO:0009058,GO:0009059,GO:0008150,GO:0016893,GO:0008152,GO:0090502,GO:0034655,GO:0009056,GO:0009057,GO:0046483,GO:0016070,GO:0044248,GO:0044270,GO:0090305,GO:0004518,GO:0004519,GO:0003824,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006273,GO:0016891,GO:0043137,GO:0003723,GO:0044424,GO:0006271
WP_003516310.1	GO:0046434,GO:0009166,GO:0009164,GO:0044281,GO:0046130,GO:0071840,GO:1901361,GO:0044710,GO:0009199,GO:0046483,GO:0009207,GO:0009205,GO:0046039,GO:0019439,GO:0003924,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0006576,GO:0016817,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0003674,GO:0006195,GO:1901575,GO:0042254,GO:1901069,GO:1901068,GO:1901360,GO:0005524,GO:0005525,GO:0016787,GO:0009154,GO:0046700,GO:0009261,GO:0044424,GO:0008150,GO:0008152,GO:0006184,GO:0009150,GO:0044270,GO:0003824,GO:0016462,GO:1901292,GO:0006753,GO:0044248,GO:0034641,GO:0034655,GO:0009259,GO:0005737,GO:0006139,GO:0042278,GO:0022613,GO:0009987,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0044464,GO:0005623,GO:0005622,GO:0019693,GO:0072521,GO:0009203,GO:0072523,GO:0071704,GO:0006152,GO:0017111,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:0005575,GO:1901657,GO:0006796,GO:0044085,GO:0006793,GO:1901658
WP_003516311.1	GO:0004252,GO:0016021,GO:0016020,GO:0006508,GO:0008236
WP_003516312.1	GO:1990904,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006412
WP_003516314.1	GO:0005737,GO:0005840,GO:0042274,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0006364,GO:0044424,GO:0043022
WP_003516317.1	GO:0022607,GO:0022626,GO:0015935,GO:0043933,GO:0034622,GO:1901363,GO:0004520,GO:0000028,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0003676,GO:0003677,GO:0043228,GO:0005198,GO:0043226,GO:0044699,GO:0022627,GO:0005737,GO:1901576,GO:0043566,GO:0005623,GO:0044260,GO:0042274,GO:0071840,GO:0016020,GO:0042255,GO:0042254,GO:0016043,GO:0030529,GO:0065003,GO:0071704,GO:0010467,GO:0022618,GO:1901360,GO:0003735,GO:0005575,GO:0022613,GO:0044267,GO:0019538,GO:0016787,GO:0005622,GO:0043229,GO:0006139,GO:0009987,GO:0006725,GO:0071826,GO:0016788,GO:0044391,GO:0003824,GO:0034645,GO:0009059,GO:0044763,GO:0008152,GO:0005886,GO:0070925,GO:0044238,GO:0046483,GO:0006996,GO:0090304,GO:0032991,GO:0005840,GO:0043232,GO:0090305,GO:0004518,GO:0071944,GO:0005829,GO:0044464,GO:0009058,GO:0044237,GO:0043170,GO:0044446,GO:0004536,GO:0044444,GO:0044445,GO:0004519,GO:0044424,GO:0008150,GO:0097159,GO:0006412,GO:0044422,GO:0044085
